,id,release year,1930s,1940s,1950s,1960s,1970s,1980s,1990s,2000s,2010s,Pre_1930
7614,56167,1952,0,0,1,0,0,0,0,0,0,0
7615,4781,1966,0,0,0,1,0,0,0,0,0,0
7616,32652,1933,1,0,0,0,0,0,0,0,0,0
7617,4909,1973,0,0,0,0,1,0,0,0,0,0
7618,56135,1946,0,1,0,0,0,0,0,0,0,0
7619,27115,1936,1,0,0,0,0,0,0,0,0,0
7620,38348,1994,0,0,0,0,0,0,1,0,0,0
7621,35280,1972,0,0,0,0,1,0,0,0,0,0
7622,21375,1983,0,0,0,0,0,1,0,0,0,0
7623,19185,1990,0,0,0,0,0,0,1,0,0,0
7624,73194,1939,1,0,0,0,0,0,0,0,0,0
7625,28257,1931,1,0,0,0,0,0,0,0,0,0
7626,20643,1940,0,1,0,0,0,0,0,0,0,0
7627,22596,1923,0,0,0,0,0,0,0,0,0,1
7628,36786,1956,0,0,1,0,0,0,0,0,0,0
7629,28916,1944,0,1,0,0,0,0,0,0,0,0
7630,27459,1971,0,0,0,0,1,0,0,0,0,0
7631,4497,1961,0,0,0,1,0,0,0,0,0,0
7632,33560,1993,0,0,0,0,0,0,1,0,0,0
7633,25224,1997,0,0,0,0,0,0,1,0,0,0
7634,42728,1966,0,0,0,1,0,0,0,0,0,0
7635,15371,1979,0,0,0,0,1,0,0,0,0,0
7636,11044,1993,0,0,0,0,0,0,1,0,0,0
7637,39983,2000,0,0,0,0,0,0,0,1,0,0
7638,31526,1933,1,0,0,0,0,0,0,0,0,0
7639,31623,1949,0,1,0,0,0,0,0,0,0,0
7640,27601,2001,0,0,0,0,0,0,0,1,0,0
7641,16214,1978,0,0,0,0,1,0,0,0,0,0
7642,5071,1997,0,0,0,0,0,0,1,0,0,0
7643,41662,1977,0,0,0,0,1,0,0,0,0,0
7644,95015,1936,1,0,0,0,0,0,0,0,0,0
7645,33738,1949,0,1,0,0,0,0,0,0,0,0
7646,17346,1975,0,0,0,0,1,0,0,0,0,0
7647,18274,1972,0,0,0,0,1,0,0,0,0,0
7648,13763,1984,0,0,0,0,0,1,0,0,0,0
7649,67217,1968,0,0,0,1,0,0,0,0,0,0
7650,10498,1993,0,0,0,0,0,0,1,0,0,0
7651,24731,1990,0,0,0,0,0,0,1,0,0,0
7652,11796,1990,0,0,0,0,0,0,1,0,0,0
7653,31675,1970,0,0,0,0,1,0,0,0,0,0
7654,4507,1992,0,0,0,0,0,0,1,0,0,0
7655,34847,1927,0,0,0,0,0,0,0,0,0,1
7656,32303,1975,0,0,0,0,1,0,0,0,0,0
7657,4879,1965,0,0,0,1,0,0,0,0,0,0
7658,24774,1951,0,0,1,0,0,0,0,0,0,0
7659,41779,1992,0,0,0,0,0,0,1,0,0,0
7660,61048,1956,0,0,1,0,0,0,0,0,0,0
7661,1994,1932,1,0,0,0,0,0,0,0,0,0
7662,42814,1931,1,0,0,0,0,0,0,0,0,0
7663,870,2002,0,0,0,0,0,0,0,1,0,0
7664,96255,1950,0,0,1,0,0,0,0,0,0,0
7665,25495,1959,0,0,1,0,0,0,0,0,0,0
7666,26319,1942,0,1,0,0,0,0,0,0,0,0
7667,45938,1971,0,0,0,0,1,0,0,0,0,0
7668,15573,1972,0,0,0,0,1,0,0,0,0,0
7669,41059,1937,1,0,0,0,0,0,0,0,0,0
7670,39871,1942,0,1,0,0,0,0,0,0,0,0
7671,10178,1954,0,0,1,0,0,0,0,0,0,0
7672,16391,1947,0,1,0,0,0,0,0,0,0,0
7673,42997,1962,0,0,0,1,0,0,0,0,0,0
7674,10734,1979,0,0,0,0,1,0,0,0,0,0
7675,10949,1948,0,1,0,0,0,0,0,0,0,0
7676,258236,1981,0,0,0,0,0,1,0,0,0,0
7677,809,2004,0,0,0,0,0,0,0,1,0,0
7678,435,2004,0,0,0,0,0,0,0,1,0,0
7679,4599,2004,0,0,0,0,0,0,0,1,0,0
7680,12657,2004,0,0,0,0,0,0,0,1,0,0
7681,28219,2004,0,0,0,0,0,0,0,1,0,0
7682,59210,2003,0,0,0,0,0,0,0,1,0,0
7683,13193,2004,0,0,0,0,0,0,0,1,0,0
7684,24190,2003,0,0,0,0,0,0,0,1,0,0
7685,673,2004,0,0,0,0,0,0,0,1,0,0
7686,16617,2004,0,0,0,0,0,0,0,1,0,0
7687,246,2003,0,0,0,0,0,0,0,1,0,0
7688,2789,2004,0,0,0,0,0,0,0,1,0,0
7689,8920,2004,0,0,0,0,0,0,0,1,0,0
7690,9890,2004,0,0,0,0,0,0,0,1,0,0
7691,26886,2003,0,0,0,0,0,0,0,1,0,0
7692,26254,2004,0,0,0,0,0,0,0,1,0,0
7693,8193,2004,0,0,0,0,0,0,0,1,0,0
7694,47821,1992,0,0,0,0,0,0,1,0,0,0
7695,26142,1991,0,0,0,0,0,0,1,0,0,0
7696,42122,1983,0,0,0,0,0,1,0,0,0,0
7697,65137,1993,0,0,0,0,0,0,1,0,0,0
7698,27017,1942,0,1,0,0,0,0,0,0,0,0
7699,35151,1987,0,0,0,0,0,1,0,0,0,0
7700,21544,2003,0,0,0,0,0,0,0,1,0,0
7701,43846,1938,1,0,0,0,0,0,0,0,0,0
7702,40894,1961,0,0,0,1,0,0,0,0,0,0
7703,11546,1994,0,0,0,0,0,0,1,0,0,0
7704,59427,1969,0,0,0,1,0,0,0,0,0,0
7705,18387,1978,0,0,0,0,1,0,0,0,0,0
7706,71125,1985,0,0,0,0,0,1,0,0,0,0
7707,34748,1984,0,0,0,0,0,1,0,0,0,0
7708,132725,2000,0,0,0,0,0,0,0,1,0,0
7709,26331,1973,0,0,0,0,1,0,0,0,0,0
7710,41774,1992,0,0,0,0,0,0,1,0,0,0
7711,52959,1968,0,0,0,1,0,0,0,0,0,0
7712,24004,1952,0,0,1,0,0,0,0,0,0,0
7713,46976,1987,0,0,0,0,0,1,0,0,0,0
7714,17481,1939,1,0,0,0,0,0,0,0,0,0
7715,52560,1990,0,0,0,0,0,0,1,0,0,0
7716,42658,1956,0,0,1,0,0,0,0,0,0,0
7717,27118,1939,1,0,0,0,0,0,0,0,0,0
7718,18333,1968,0,0,0,1,0,0,0,0,0,0
7719,42345,1970,0,0,0,0,1,0,0,0,0,0
7720,18398,1954,0,0,1,0,0,0,0,0,0,0
7721,54800,1998,0,0,0,0,0,0,1,0,0,0
7722,20849,1947,0,1,0,0,0,0,0,0,0,0
7723,57544,1999,0,0,0,0,0,0,1,0,0,0
7724,53779,1942,0,1,0,0,0,0,0,0,0,0
7725,16661,1927,0,0,0,0,0,0,0,0,0,1
7726,80708,1930,1,0,0,0,0,0,0,0,0,0
7727,76516,1991,0,0,0,0,0,0,1,0,0,0
7728,33441,1987,0,0,0,0,0,1,0,0,0,0
7729,47819,1979,0,0,0,0,1,0,0,0,0,0
7730,21793,1987,0,0,0,0,0,1,0,0,0,0
7731,18712,1949,0,1,0,0,0,0,0,0,0,0
7732,831,1955,0,0,1,0,0,0,0,0,0,0
7733,10484,1983,0,0,0,0,0,1,0,0,0,0
7734,37658,1936,1,0,0,0,0,0,0,0,0,0
7735,26516,1955,0,0,1,0,0,0,0,0,0,0
7736,110598,1978,0,0,0,0,1,0,0,0,0,0
7737,44388,2000,0,0,0,0,0,0,0,1,0,0
7738,10573,1999,0,0,0,0,0,0,1,0,0,0
7739,113290,1997,0,0,0,0,0,0,1,0,0,0
7740,26451,1970,0,0,0,0,1,0,0,0,0,0
7741,111605,1989,0,0,0,0,0,1,0,0,0,0
7742,54568,1946,0,1,0,0,0,0,0,0,0,0
7743,28571,1949,0,1,0,0,0,0,0,0,0,0
7744,27686,1945,0,1,0,0,0,0,0,0,0,0
7745,123665,1944,0,1,0,0,0,0,0,0,0,0
7746,43336,1954,0,0,1,0,0,0,0,0,0,0
7747,62000,1948,0,1,0,0,0,0,0,0,0,0
7748,9372,2004,0,0,0,0,0,0,0,1,0,0
7749,41495,1941,0,1,0,0,0,0,0,0,0,0
7750,52362,1944,0,1,0,0,0,0,0,0,0,0
7751,662,1962,0,0,0,1,0,0,0,0,0,0
7752,41799,1988,0,0,0,0,0,1,0,0,0,0
7753,49633,1927,0,0,0,0,0,0,0,0,0,1
7754,43805,1940,0,1,0,0,0,0,0,0,0,0
7755,16559,1945,0,1,0,0,0,0,0,0,0,0
7756,44695,1967,0,0,0,1,0,0,0,0,0,0
7757,31217,1959,0,0,1,0,0,0,0,0,0,0
7758,8341,2001,0,0,0,0,0,0,0,1,0,0
7759,36488,1939,1,0,0,0,0,0,0,0,0,0
7760,19414,1960,0,0,0,1,0,0,0,0,0,0
7761,60595,1972,0,0,0,0,1,0,0,0,0,0
7762,15794,1949,0,1,0,0,0,0,0,0,0,0
7763,13188,1951,0,0,1,0,0,0,0,0,0,0
7764,12651,1990,0,0,0,0,0,0,1,0,0,0
7765,886,1965,0,0,0,1,0,0,0,0,0,0
7766,9791,2000,0,0,0,0,0,0,0,1,0,0
7767,27554,1971,0,0,0,0,1,0,0,0,0,0
7768,26973,1978,0,0,0,0,1,0,0,0,0,0
7769,38582,1974,0,0,0,0,1,0,0,0,0,0
7770,9542,1986,0,0,0,0,0,1,0,0,0,0
7771,17820,1951,0,0,1,0,0,0,0,0,0,0
7772,26175,1952,0,0,1,0,0,0,0,0,0,0
7773,31146,1996,0,0,0,0,0,0,1,0,0,0
7774,20506,1997,0,0,0,0,0,0,1,0,0,0
7775,37696,2003,0,0,0,0,0,0,0,1,0,0
7776,136,1932,1,0,0,0,0,0,0,0,0,0
7777,47653,1917,0,0,0,0,0,0,0,0,0,1
7778,10970,1976,0,0,0,0,1,0,0,0,0,0
7779,28162,1946,0,1,0,0,0,0,0,0,0,0
7780,42812,1930,1,0,0,0,0,0,0,0,0,0
7781,28159,1974,0,0,0,0,1,0,0,0,0,0
7782,20676,1992,0,0,0,0,0,0,1,0,0,0
7783,3019,1931,1,0,0,0,0,0,0,0,0,0
7784,29353,1940,0,1,0,0,0,0,0,0,0,0
7785,17761,1954,0,0,1,0,0,0,0,0,0,0
7786,20277,1966,0,0,0,1,0,0,0,0,0,0
7787,10204,2004,0,0,0,0,0,0,0,1,0,0
7788,3515,2003,0,0,0,0,0,0,0,1,0,0
7789,9472,2004,0,0,0,0,0,0,0,1,0,0
7790,594,2004,0,0,0,0,0,0,0,1,0,0
7791,8981,2004,0,0,0,0,0,0,0,1,0,0
7792,12153,2004,0,0,0,0,0,0,0,1,0,0
7793,1944,2004,0,0,0,0,0,0,0,1,0,0
7794,11036,2004,0,0,0,0,0,0,0,1,0,0
7795,1997,2004,0,0,0,0,0,0,0,1,0,0
7796,15237,2004,0,0,0,0,0,0,0,1,0,0
7797,205481,2002,0,0,0,0,0,0,0,1,0,0
7798,11572,2003,0,0,0,0,0,0,0,1,0,0
7799,19096,1945,0,1,0,0,0,0,0,0,0,0
7800,72096,1989,0,0,0,0,0,1,0,0,0,0
7801,11939,1937,1,0,0,0,0,0,0,0,0,0
7802,47555,1951,0,0,1,0,0,0,0,0,0,0
7803,24236,1972,0,0,0,0,1,0,0,0,0,0
7804,80218,2003,0,0,0,0,0,0,0,1,0,0
7805,26520,1969,0,0,0,1,0,0,0,0,0,0
7806,43897,1935,1,0,0,0,0,0,0,0,0,0
7807,29456,2003,0,0,0,0,0,0,0,1,0,0
7808,21386,1987,0,0,0,0,0,1,0,0,0,0
7809,24908,2000,0,0,0,0,0,0,0,1,0,0
7810,9256,2003,0,0,0,0,0,0,0,1,0,0
7811,25783,2003,0,0,0,0,0,0,0,1,0,0
7812,8991,2003,0,0,0,0,0,0,0,1,0,0
7813,44691,1983,0,0,0,0,0,1,0,0,0,0
7814,23378,1991,0,0,0,0,0,0,1,0,0,0
7815,3293,1999,0,0,0,0,0,0,1,0,0,0
7816,36947,1992,0,0,0,0,0,0,1,0,0,0
7817,54028,1945,0,1,0,0,0,0,0,0,0,0
7818,17645,1945,0,1,0,0,0,0,0,0,0,0
7819,10448,1994,0,0,0,0,0,0,1,0,0,0
7820,57684,1942,0,1,0,0,0,0,0,0,0,0
7821,61487,2003,0,0,0,0,0,0,0,1,0,0
7822,14365,2002,0,0,0,0,0,0,0,1,0,0
7823,29383,1989,0,0,0,0,0,1,0,0,0,0
7824,10606,1984,0,0,0,0,0,1,0,0,0,0
7825,42988,1963,0,0,0,1,0,0,0,0,0,0
7826,16136,1992,0,0,0,0,0,0,1,0,0,0
7827,58669,1999,0,0,0,0,0,0,1,0,0,0
7828,42407,1967,0,0,0,1,0,0,0,0,0,0
7829,6081,1978,0,0,0,0,1,0,0,0,0,0
7830,12577,2002,0,0,0,0,0,0,0,1,0,0
7831,36561,2002,0,0,0,0,0,0,0,1,0,0
7832,13696,1938,1,0,0,0,0,0,0,0,0,0
7833,44494,1933,1,0,0,0,0,0,0,0,0,0
7834,15484,1959,0,0,1,0,0,0,0,0,0,0
7835,36672,1989,0,0,0,0,0,1,0,0,0,0
7836,2330,1998,0,0,0,0,0,0,1,0,0,0
7837,2334,2003,0,0,0,0,0,0,0,1,0,0
7838,64204,1959,0,0,1,0,0,0,0,0,0,0
7839,13398,2003,0,0,0,0,0,0,0,1,0,0
7840,2912,1970,0,0,0,0,1,0,0,0,0,0
7841,701,1923,0,0,0,0,0,0,0,0,0,1
7842,10631,1984,0,0,0,0,0,1,0,0,0,0
7843,43466,1947,0,1,0,0,0,0,0,0,0,0
7844,2202,1943,0,1,0,0,0,0,0,0,0,0
7845,76076,1948,0,1,0,0,0,0,0,0,0,0
7846,10780,1987,0,0,0,0,0,1,0,0,0,0
7847,3484,1932,1,0,0,0,0,0,0,0,0,0
7848,19590,1953,0,0,1,0,0,0,0,0,0,0
7849,23724,1960,0,0,0,1,0,0,0,0,0,0
7850,26596,1954,0,0,1,0,0,0,0,0,0,0
7851,44925,1994,0,0,0,0,0,0,1,0,0,0
7852,29264,1962,0,0,0,1,0,0,0,0,0,0
7853,33994,2000,0,0,0,0,0,0,0,1,0,0
7854,1777,2004,0,0,0,0,0,0,0,1,0,0
7855,11584,1987,0,0,0,0,0,1,0,0,0,0
7856,9901,2001,0,0,0,0,0,0,0,1,0,0
7857,202475,2003,0,0,0,0,0,0,0,1,0,0
7858,26811,1965,0,0,0,1,0,0,0,0,0,0
7859,38631,2003,0,0,0,0,0,0,0,1,0,0
7860,54022,1995,0,0,0,0,0,0,1,0,0,0
7861,23522,1998,0,0,0,0,0,0,1,0,0,0
7862,207625,1998,0,0,0,0,0,0,1,0,0,0
7863,22094,1975,0,0,0,0,1,0,0,0,0,0
7864,161080,2000,0,0,0,0,0,0,0,1,0,0
7865,11884,1984,0,0,0,0,0,1,0,0,0,0
7866,21871,1984,0,0,0,0,0,1,0,0,0,0
7867,30876,1977,0,0,0,0,1,0,0,0,0,0
7868,558,2004,0,0,0,0,0,0,0,1,0,0
7869,48732,2004,0,0,0,0,0,0,0,1,0,0
7870,80,2004,0,0,0,0,0,0,0,1,0,0
7871,10742,2004,0,0,0,0,0,0,0,1,0,0
7872,9477,2004,0,0,0,0,0,0,0,1,0,0
7873,8699,2004,0,0,0,0,0,0,0,1,0,0
7874,9893,2004,0,0,0,0,0,0,0,1,0,0
7875,11247,2004,0,0,0,0,0,0,0,1,0,0
7876,2048,2004,0,0,0,0,0,0,0,1,0,0
7877,436,2004,0,0,0,0,0,0,0,1,0,0
7878,61391,1951,0,0,1,0,0,0,0,0,0,0
7879,18643,1962,0,0,0,1,0,0,0,0,0,0
7880,67297,1998,0,0,0,0,0,0,1,0,0,0
7881,31948,1978,0,0,0,0,1,0,0,0,0,0
7882,43004,1962,0,0,0,1,0,0,0,0,0,0
7883,45793,1972,0,0,0,0,1,0,0,0,0,0
7884,46495,1968,0,0,0,1,0,0,0,0,0,0
7885,45874,1975,0,0,0,0,1,0,0,0,0,0
7886,65994,1954,0,0,1,0,0,0,0,0,0,0
7887,19014,1985,0,0,0,0,0,1,0,0,0,0
7888,10754,1989,0,0,0,0,0,1,0,0,0,0
7889,30054,1957,0,0,1,0,0,0,0,0,0,0
7890,36630,1991,0,0,0,0,0,0,1,0,0,0
7891,39770,2001,0,0,0,0,0,0,0,1,0,0
7892,36627,1974,0,0,0,0,1,0,0,0,0,0
7893,11897,1962,0,0,0,1,0,0,0,0,0,0
7894,43443,1948,0,1,0,0,0,0,0,0,0,0
7895,54300,2003,0,0,0,0,0,0,0,1,0,0
7896,58925,1976,0,0,0,0,1,0,0,0,0,0
7897,2502,2004,0,0,0,0,0,0,0,1,0,0
7898,314,2004,0,0,0,0,0,0,0,1,0,0
7899,18923,2004,0,0,0,0,0,0,0,1,0,0
7900,146373,1998,0,0,0,0,0,0,1,0,0,0
7901,5228,1976,0,0,0,0,1,0,0,0,0,0
7902,12206,1933,1,0,0,0,0,0,0,0,0,0
7903,16539,2001,0,0,0,0,0,0,0,1,0,0
7904,75046,1957,0,0,1,0,0,0,0,0,0,0
7905,74012,1943,0,1,0,0,0,0,0,0,0,0
7906,26126,2001,0,0,0,0,0,0,0,1,0,0
7907,15876,1957,0,0,1,0,0,0,0,0,0,0
7908,26300,1995,0,0,0,0,0,0,1,0,0,0
7909,68064,1940,0,1,0,0,0,0,0,0,0,0
7910,12625,1969,0,0,0,1,0,0,0,0,0,0
7911,45520,1958,0,0,1,0,0,0,0,0,0,0
7912,46767,1987,0,0,0,0,0,1,0,0,0,0
7913,55848,1974,0,0,0,0,1,0,0,0,0,0
7914,42525,1971,0,0,0,0,1,0,0,0,0,0
7915,43417,1972,0,0,0,0,1,0,0,0,0,0
7916,15244,1956,0,0,1,0,0,0,0,0,0,0
7917,62395,1954,0,0,1,0,0,0,0,0,0,0
7918,42737,1965,0,0,0,1,0,0,0,0,0,0
7919,47615,1965,0,0,0,1,0,0,0,0,0,0
7920,39209,1968,0,0,0,1,0,0,0,0,0,0
7921,20876,1990,0,0,0,0,0,0,1,0,0,0
7922,24559,1972,0,0,0,0,1,0,0,0,0,0
7923,78208,2003,0,0,0,0,0,0,0,1,0,0
7924,43786,1942,0,1,0,0,0,0,0,0,0,0
7925,72613,1952,0,0,1,0,0,0,0,0,0,0
7926,43787,1942,0,1,0,0,0,0,0,0,0,0
7927,27437,1947,0,1,0,0,0,0,0,0,0,0
7928,40374,1973,0,0,0,0,1,0,0,0,0,0
7929,20316,2002,0,0,0,0,0,0,0,1,0,0
7930,41925,1990,0,0,0,0,0,0,1,0,0,0
7931,259389,2001,0,0,0,0,0,0,0,1,0,0
7932,22871,1943,0,1,0,0,0,0,0,0,0,0
7933,37019,1995,0,0,0,0,0,0,1,0,0,0
7934,18190,1993,0,0,0,0,0,0,1,0,0,0
7935,71786,2001,0,0,0,0,0,0,0,1,0,0
7936,42347,1988,0,0,0,0,0,1,0,0,0,0
7937,39140,1990,0,0,0,0,0,0,1,0,0,0
7938,69903,1977,0,0,0,0,1,0,0,0,0,0
7939,219345,1993,0,0,0,0,0,0,1,0,0,0
7940,41890,2002,0,0,0,0,0,0,0,1,0,0
7941,27307,1989,0,0,0,0,0,1,0,0,0,0
7942,36709,1993,0,0,0,0,0,0,1,0,0,0
7943,32294,1948,0,1,0,0,0,0,0,0,0,0
7944,41463,1940,0,1,0,0,0,0,0,0,0,0
7945,19051,1988,0,0,0,0,0,1,0,0,0,0
7946,43485,1946,0,1,0,0,0,0,0,0,0,0
7947,51997,1959,0,0,1,0,0,0,0,0,0,0
7948,43885,1936,1,0,0,0,0,0,0,0,0,0
7949,112969,1993,0,0,0,0,0,0,1,0,0,0
7950,62694,1948,0,1,0,0,0,0,0,0,0,0
7951,43785,1942,0,1,0,0,0,0,0,0,0,0
7952,53287,1991,0,0,0,0,0,0,1,0,0,0
7953,29584,1986,0,0,0,0,0,1,0,0,0,0
7954,32644,1983,0,0,0,0,0,1,0,0,0,0
7955,89482,2002,0,0,0,0,0,0,0,1,0,0
7956,1040,1963,0,0,0,1,0,0,0,0,0,0
7957,42604,1969,0,0,0,1,0,0,0,0,0,0
7958,24214,1967,0,0,0,1,0,0,0,0,0,0
7959,5122,1975,0,0,0,0,1,0,0,0,0,0
7960,42469,1973,0,0,0,0,1,0,0,0,0,0
7961,119623,1984,0,0,0,0,0,1,0,0,0,0
7962,1783,2001,0,0,0,0,0,0,0,1,0,0
7963,10910,1952,0,0,1,0,0,0,0,0,0,0
7964,17238,1987,0,0,0,0,0,1,0,0,0,0
7965,22156,2002,0,0,0,0,0,0,0,1,0,0
7966,26814,1949,0,1,0,0,0,0,0,0,0,0
7967,43116,1958,0,0,1,0,0,0,0,0,0,0
7968,39269,1980,0,0,0,0,0,1,0,0,0,0
7969,99859,1996,0,0,0,0,0,0,1,0,0,0
7970,31522,1961,0,0,0,1,0,0,0,0,0,0
7971,47796,1962,0,0,0,1,0,0,0,0,0,0
7972,26893,1957,0,0,1,0,0,0,0,0,0,0
7973,69035,1992,0,0,0,0,0,0,1,0,0,0
7974,73621,1984,0,0,0,0,0,1,0,0,0,0
7975,22976,1986,0,0,0,0,0,1,0,0,0,0
7976,55441,1950,0,0,1,0,0,0,0,0,0,0
7977,45608,1960,0,0,0,1,0,0,0,0,0,0
7978,21619,2003,0,0,0,0,0,0,0,1,0,0
7979,9680,1997,0,0,0,0,0,0,1,0,0,0
7980,42801,1963,0,0,0,1,0,0,0,0,0,0
7981,12627,1991,0,0,0,0,0,0,1,0,0,0
7982,86404,1982,0,0,0,0,0,1,0,0,0,0
7983,18671,1950,0,0,1,0,0,0,0,0,0,0
7984,17218,1949,0,1,0,0,0,0,0,0,0,0
7985,41316,2002,0,0,0,0,0,0,0,1,0,0
7986,5179,1969,0,0,0,1,0,0,0,0,0,0
7987,53198,1999,0,0,0,0,0,0,1,0,0,0
7988,65156,1979,0,0,0,0,1,0,0,0,0,0
7989,42593,1970,0,0,0,0,1,0,0,0,0,0
7990,76002,1971,0,0,0,0,1,0,0,0,0,0
7991,64868,1961,0,0,0,1,0,0,0,0,0,0
7992,52741,1990,0,0,0,0,0,0,1,0,0,0
7993,15081,1963,0,0,0,1,0,0,0,0,0,0
7994,21147,1976,0,0,0,0,1,0,0,0,0,0
7995,64877,1968,0,0,0,1,0,0,0,0,0,0
7996,147169,1997,0,0,0,0,0,0,1,0,0,0
7997,16703,1942,0,1,0,0,0,0,0,0,0,0
7998,20298,1946,0,1,0,0,0,0,0,0,0,0
7999,19974,1948,0,1,0,0,0,0,0,0,0,0
8000,22112,1949,0,1,0,0,0,0,0,0,0,0
8001,4201,1979,0,0,0,0,1,0,0,0,0,0
8002,39868,1981,0,0,0,0,0,1,0,0,0,0
8003,20408,1946,0,1,0,0,0,0,0,0,0,0
8004,13580,1965,0,0,0,1,0,0,0,0,0,0
8005,18706,1942,0,1,0,0,0,0,0,0,0,0
8006,34327,1945,0,1,0,0,0,0,0,0,0,0
8007,43013,1962,0,0,0,1,0,0,0,0,0,0
8008,38505,1993,0,0,0,0,0,0,1,0,0,0
8009,41940,1989,0,0,0,0,0,1,0,0,0,0
8010,20417,1946,0,1,0,0,0,0,0,0,0,0
8011,14652,2003,0,0,0,0,0,0,0,1,0,0
8012,69526,1969,0,0,0,1,0,0,0,0,0,0
8013,14462,2004,0,0,0,0,0,0,0,1,0,0
8014,14623,2004,0,0,0,0,0,0,0,1,0,0
8015,6947,2004,0,0,0,0,0,0,0,1,0,0
8016,401,2004,0,0,0,0,0,0,0,1,0,0
8017,50247,1951,0,0,1,0,0,0,0,0,0,0
8018,46326,1938,1,0,0,0,0,0,0,0,0,0
8019,35780,1966,0,0,0,1,0,0,0,0,0,0
8020,25361,1968,0,0,0,1,0,0,0,0,0,0
8021,45522,1969,0,0,0,1,0,0,0,0,0,0
8022,23750,2002,0,0,0,0,0,0,0,1,0,0
8023,45509,1996,0,0,0,0,0,0,1,0,0,0
8024,44289,2003,0,0,0,0,0,0,0,1,0,0
8025,25536,2003,0,0,0,0,0,0,0,1,0,0
8026,38837,1977,0,0,0,0,1,0,0,0,0,0
8027,23305,2001,0,0,0,0,0,0,0,1,0,0
8028,17768,1966,0,0,0,1,0,0,0,0,0,0
8029,27375,1969,0,0,0,1,0,0,0,0,0,0
8030,1538,2004,0,0,0,0,0,0,0,1,0,0
8031,14846,2004,0,0,0,0,0,0,0,1,0,0
8032,2577,2003,0,0,0,0,0,0,0,1,0,0
8033,52936,1992,0,0,0,0,0,0,1,0,0,0
8034,46884,1959,0,0,1,0,0,0,0,0,0,0
8035,33333,2001,0,0,0,0,0,0,0,1,0,0
8036,41975,1988,0,0,0,0,0,1,0,0,0,0
8037,16606,1999,0,0,0,0,0,0,1,0,0,0
8038,60760,1987,0,0,0,0,0,1,0,0,0,0
8039,11282,2004,0,0,0,0,0,0,0,1,0,0
8040,11130,2004,0,0,0,0,0,0,0,1,0,0
8041,14389,2003,0,0,0,0,0,0,0,1,0,0
8042,395,2004,0,0,0,0,0,0,0,1,0,0
8043,11052,2004,0,0,0,0,0,0,0,1,0,0
8044,60015,2002,0,0,0,0,0,0,0,1,0,0
8045,23601,2004,0,0,0,0,0,0,0,1,0,0
8046,10762,2004,0,0,0,0,0,0,0,1,0,0
8047,11026,2004,0,0,0,0,0,0,0,1,0,0
8048,18693,1968,0,0,0,1,0,0,0,0,0,0
8049,45598,1969,0,0,0,1,0,0,0,0,0,0
8050,8745,1963,0,0,0,1,0,0,0,0,0,0
8051,45335,1967,0,0,0,1,0,0,0,0,0,0
8052,18690,1966,0,0,0,1,0,0,0,0,0,0
8053,7506,1965,0,0,0,1,0,0,0,0,0,0
8054,65596,1979,0,0,0,0,1,0,0,0,0,0
8055,36912,1983,0,0,0,0,0,1,0,0,0,0
8056,46081,1962,0,0,0,1,0,0,0,0,0,0
8057,40087,1988,0,0,0,0,0,1,0,0,0,0
8058,46831,1999,0,0,0,0,0,0,1,0,0,0
8059,20120,1983,0,0,0,0,0,1,0,0,0,0
8060,22543,1964,0,0,0,1,0,0,0,0,0,0
8061,44415,2004,0,0,0,0,0,0,0,1,0,0
8062,11237,2004,0,0,0,0,0,0,0,1,0,0
8063,8080,2004,0,0,0,0,0,0,0,1,0,0
8064,14797,2003,0,0,0,0,0,0,0,1,0,0
8065,11632,2004,0,0,0,0,0,0,0,1,0,0
8066,18475,2004,0,0,0,0,0,0,0,1,0,0
8067,15644,2004,0,0,0,0,0,0,0,1,0,0
8068,11208,2004,0,0,0,0,0,0,0,1,0,0
8069,24079,2002,0,0,0,0,0,0,0,1,0,0
8070,16153,1974,0,0,0,0,1,0,0,0,0,0
8071,13559,1995,0,0,0,0,0,0,1,0,0,0
8072,42694,1967,0,0,0,1,0,0,0,0,0,0
8073,32298,2004,0,0,0,0,0,0,0,1,0,0
8074,124029,1994,0,0,0,0,0,0,1,0,0,0
8075,42164,1979,0,0,0,0,1,0,0,0,0,0
8076,124,1985,0,0,0,0,0,1,0,0,0,0
8077,29979,2004,0,0,0,0,0,0,0,1,0,0
8078,41762,1990,0,0,0,0,0,0,1,0,0,0
8079,12548,1953,0,0,1,0,0,0,0,0,0,0
8080,33345,1986,0,0,0,0,0,1,0,0,0,0
8081,19893,1963,0,0,0,1,0,0,0,0,0,0
8082,42264,1975,0,0,0,0,1,0,0,0,0,0
8083,11387,1965,0,0,0,1,0,0,0,0,0,0
8084,104659,1980,0,0,0,0,0,1,0,0,0,0
8085,24924,1988,0,0,0,0,0,1,0,0,0,0
8086,17994,1986,0,0,0,0,0,1,0,0,0,0
8087,75759,1979,0,0,0,0,1,0,0,0,0,0
8088,60437,1964,0,0,0,1,0,0,0,0,0,0
8089,49069,1980,0,0,0,0,0,1,0,0,0,0
8090,31117,2004,0,0,0,0,0,0,0,1,0,0
8091,9759,2004,0,0,0,0,0,0,0,1,0,0
8092,1577,2004,0,0,0,0,0,0,0,1,0,0
8093,14198,2004,0,0,0,0,0,0,0,1,0,0
8094,288952,2004,0,0,0,0,0,0,0,1,0,0
