,id,title,runtime,budget,revenue,vote_average,vote_count,popularity
2439,1688,Conquest of the Planet of the Apes,88.0,1700000,9700000,6.1,243,12.843375
2440,1687,Escape from the Planet of the Apes,98.0,2500000,12348905,6.3,270,12.120267
2441,166680,Avalanche,94.0,6500000,0,3.2,10,1.192297
2442,11123,Earthquake,123.0,7000000,79666653,5.6,76,6.657792
2443,29723,The Concorde... Airport '79,123.0,14000000,13015688,4.7,45,3.514331
2444,31638,Beyond the Poseidon Adventure,114.0,0,0,5.3,28,3.276763
2445,113286,The Dancemaker,98.0,0,0,7.0,1,0.042361
2446,9535,Analyze This,103.0,80000000,176885658,6.4,512,7.634017
2447,9455,The Corruptor,110.0,25000000,15156200,6.1,60,9.208831
2448,796,Cruel Intentions,97.0,10500000,75902208,6.6,848,8.181065
2449,100,"Lock, Stock and Two Smoking Barrels",105.0,1350000,3897569,7.5,1671,4.60786
2450,47501,Six Ways to Sunday,97.0,0,0,6.1,6,5.204937
2451,77936,The School of Flesh,110.0,0,0,5.7,7,1.085907
2452,84586,Relax... It's Just Sex,110.0,0,0,3.7,3,0.407322
2453,30943,The Deep End of the Ocean,106.0,38000000,28121100,6.0,58,5.78468
2454,107946,Harvest,96.0,0,0,0.0,0,0.00118
2455,7341,The Rage: Carrie 2,104.0,21000000,17762705,5.1,79,4.766591
2456,10350,Wing Commander,100.0,30000000,0,4.0,75,5.924059
2457,11772,The Haunting,112.0,0,0,7.2,153,10.461285
2458,9540,Dead Ringers,115.0,13000000,8038508,7.0,176,5.53202
2459,31503,My Boyfriend's Back,85.0,0,3335984,5.4,22,2.183504
2460,11773,Village of the Damned,77.0,200000,0,7.1,92,6.39955
2461,30202,Children of the Damned,90.0,0,0,5.9,24,2.416299
2462,22345,Baby Geniuses,97.0,12000000,36450736,3.3,75,7.707344
2463,53685,Telling You,94.0,0,0,1.5,2,0.376634
2464,1567,I Stand Alone,93.0,0,0,7.5,99,6.138782
2465,1641,Forces of Nature,105.0,75000000,93888180,5.1,141,7.906035
2466,47288,The King and I,87.0,25000000,12000000,5.0,23,1.466461
2467,10212,Ravenous,100.0,12000000,0,6.8,144,5.486645
2468,10354,True Crime,127.0,0,0,6.3,146,11.600645
2469,11526,Bandits,110.0,0,0,5.4,10,0.531412
2470,8583,Dangerous Beauty,111.0,0,0,6.9,59,4.79927
2471,123728,The Empty Mirror,118.0,0,0,6.0,1,0.041825
2472,16520,The King and I,133.0,4550000,21300000,7.3,103,7.630723
2473,16508,Doug's 1st Movie,77.0,0,0,5.4,22,2.924948
2474,11374,Edtv,122.0,80000000,0,5.7,168,7.48939
2475,16379,The Mod Squad,92.0,50000000,13260050,4.1,37,3.826503
2476,125123,Among Giants,93.0,0,0,4.5,2,0.381749
2477,28029,A Walk on the Moon,107.0,14000000,0,6.2,21,7.703645
2478,603,The Matrix,136.0,63000000,463517383,7.9,9079,33.366332
2479,4951,10 Things I Hate About You,97.0,16000000,53478166,7.3,1768,12.069966
2480,65749,Tango,115.0,0,0,6.8,6,0.596717
2481,8970,The Out-of-Towners,90.0,75000000,29000000,5.1,46,9.019881
2482,9840,The Dreamlife of Angels,113.0,500000,0,6.9,18,0.417705
2483,186705,"Love, etc.",105.0,0,0,6.0,1,0.227517
2484,30950,Metroland,105.0,0,0,6.1,8,0.503503
2485,70687,The Sticky Fingers of Time,90.0,250000,0,4.8,3,0.623073
2486,11660,Following,69.0,6000,48482,7.2,363,5.283661
2487,9430,Go,98.0,6500000,28451622,7.0,198,8.344282
2488,11355,Never Been Kissed,107.0,25000000,84565230,5.8,378,7.257679
2489,18764,Twin Dragons,89.0,10000000,8359717,6.2,72,10.222076
2490,9465,Cookie's Fortune,118.0,10000000,10920544,6.2,35,3.380684
2491,27455,Foolish,84.0,0,6033999,6.3,3,0.431822
2492,1414,Lovers of the Arctic Circle,112.0,0,0,7.1,54,2.995334
2493,49981,Goodbye Lover,102.0,20000000,0,5.8,11,8.661415
2494,6522,Life,108.0,80000000,73345029,6.4,179,7.579444
2495,114719,Friends & Lovers,103.0,0,94633,5.5,6,1.53188
2496,10209,Hideous Kinky,98.0,12000000,0,6.2,23,2.402484
2497,25512,Jeanne and the Perfect Guy,93.0,0,13936,4.5,3,0.38359
2498,143299,The Joyriders,97.53048244599658,0,0,6.0,1,0.505964
2499,22826,The Monster,112.0,0,0,6.8,126,4.700084
2500,1902,Open Your Eyes,117.0,2900000,368234,7.4,211,8.842959
2501,445590,Photographer,52.0,0,0,0.0,0,0.001187
2502,6396,SLC Punk,97.0,0,299200,7.3,93,4.370812
2503,39964,Lost & Found,95.0,1,100,4.9,26,1.337096
2504,12596,Pushing Tin,124.0,33000000,0,5.7,117,7.073467
2505,9451,Election,99.0,0,0,6.7,275,7.174396
2506,1946,eXistenZ,97.0,15000000,2856712,6.7,487,11.446138
2507,89522,A Little Bit of Soul,84.0,0,0,5.0,2,0.353206
2508,42230,The Mighty Peking Man,90.0,0,0,4.8,12,1.867807
2509,139445,Nô,85.0,0,0,7.0,1,0.187537
2510,74140,Let It Come Down: The Life of Paul Bowles,75.0,0,0,0.0,0,0.001824
2511,1844,Entrapment,112.0,66000000,212404396,6.0,613,10.62333
2512,6552,Idle Hands,92.0,25000000,4152230,6.1,183,6.851628
2513,24584,Get Real,108.0,0,0,6.6,45,2.196587
2514,213985,Heaven,105.0,0,0,6.1,5,0.310475
2515,25471,The King of Masks,91.0,0,1,7.8,12,2.291724
2516,4154,Three Seasons,105.0,0,0,6.8,7,0.632591
2517,28519,The Winslow Boy,104.0,0,0,6.4,22,2.69143
2518,3309,Mildred Pierce,111.0,1453000,5638000,7.4,81,4.497049
2519,18462,Night of the Comet,95.0,3000000,14418922,6.1,94,4.947043
2520,28941,Chopping Mall,77.0,800000,0,5.5,58,8.034105
2521,18252,My Science Project,94.0,0,4122748,6.1,41,3.868014
2522,8592,Dick Tracy,103.0,47000000,103738726,5.9,258,8.304776
2523,564,The Mummy,124.0,80000000,415885488,6.6,2796,23.984065
2524,13852,The Castle,85.0,786675,861789,7.4,69,4.337545
2525,140519,Mascara,94.0,0,0,6.0,1,0.970449
2526,25232,This Is My Father,119.0,0,0,4.5,2,1.704254
2527,33194,Xiu Xiu: The Sent-Down Girl,99.0,0,0,7.3,7,1.286747
2528,10210,A Midsummer Night's Dream,116.0,11000000,0,6.4,95,6.078792
2529,53862,Trippin',94.0,0,9016377,4.5,4,0.218263
2530,17962,After Life,118.0,11791,0,7.3,49,2.916805
2531,9460,Black Mask,99.0,0,0,5.8,55,7.632785
2532,4927,Edge of Seventeen,99.0,1500000,870751,5.7,29,1.666469
2533,122190,Endurance,83.0,0,0,6.0,1,0.052279
2534,1893,Star Wars: Episode I - The Phantom Menace,136.0,115000000,924317558,6.4,4526,15.649091
2535,31342,The Love Letter,88.0,0,0,5.9,17,2.012283
2536,44297,Besieged,93.0,0,0,7.2,14,5.435716
2537,95627,Frogs for Snakes,108.0,0,0,0.0,0,0.431876
2538,8785,The Saragossa Manuscript,182.0,0,0,7.4,23,2.277685
2539,15849,The Mummy,73.0,196000,0,6.9,121,12.190044
2540,18990,The Mummy,86.0,0,0,6.8,58,4.662323
2541,29242,The Mummy's Curse,62.0,0,0,6.9,11,2.121075
2542,29243,The Mummy's Ghost,61.0,0,0,6.9,10,1.569494
2543,31498,The Mummy's Hand,67.0,0,0,6.5,14,1.622519
2544,29239,The Mummy's Tomb,60.0,0,0,8.3,6,0.674417
2545,15660,Mommie Dearest,129.0,0,0,6.6,55,2.878266
2546,1924,Superman,143.0,55000000,300218018,6.9,1042,15.460102
2547,8536,Superman II,127.0,54000000,190458706,6.5,642,10.301621
2548,9531,Superman III,125.0,39000000,75850624,5.3,500,9.614638
2549,11411,Superman IV: The Quest for Peace,90.0,17000000,19300000,4.1,327,7.990679
2550,138,Dracula,72.0,355000,1012189,7.2,254,7.503126
2551,30793,House of Dracula,67.0,0,0,5.8,20,9.074831
2552,3103,House of Frankenstein,71.0,0,0,6.2,30,2.542558
2553,3035,Frankenstein,71.0,291000,12000000,7.3,295,8.091603
2554,3077,Son of Frankenstein,99.0,0,0,7.0,42,3.563588
2555,3074,The Ghost of Frankenstein,67.0,0,0,6.4,26,4.021579
2556,3076,Frankenstein Meets the Wolf Man,74.0,0,0,6.5,42,5.841791
2557,3079,The Curse of Frankenstein,82.0,0,0,6.8,61,4.307941
2558,32023,Son of Dracula,80.0,0,0,6.8,16,5.343065
2559,13666,The Wolf Man,70.0,0,0,7.2,124,5.386984
2560,29794,Howling II: Stirba - Werewolf Bitch,91.0,0,0,4.2,41,4.037458
2561,9077,Tarantula,80.0,0,0,6.1,58,4.453327
2562,36685,The Rocky Horror Picture Show,100.0,1200000,112892319,7.4,703,8.699428
2563,43391,The Flying Saucer,69.0,0,0,2.7,7,0.432126
2564,30168,It Came from Hollywood,80.0,5000000,2091037,6.0,12,1.629796
2565,10785,The Thing from Another World,87.0,0,0,6.9,142,5.466036
2566,19483,It Came from Outer Space,81.0,0,0,6.2,52,7.749114
2567,8974,The War of the Worlds,85.0,2000000,2000000,6.8,172,5.609399
2568,29959,It Came from Beneath the Sea,79.0,0,0,5.4,20,2.917071
2569,11549,Invasion of the Body Snatchers,80.0,417000,0,7.3,277,6.135431
2570,18158,Earth vs. the Flying Saucers,83.0,0,0,6.0,41,3.340532
2571,27625,It Conquered the World,71.0,0,0,4.0,10,2.141695
2572,41516,The Mole People,77.0,0,0,4.4,14,0.883306
2573,17918,Swamp Thing,91.0,3000000,0,5.4,92,9.412377
2574,37305,Pork Chop Hill,97.0,0,0,6.4,16,2.522122
2575,18784,"Run Silent, Run Deep",93.0,0,0,7.5,31,2.73837
2576,509,Notting Hill,124.0,42000000,363889678,7.0,1309,9.874043
2577,1090,The Thirteenth Floor,100.0,16000000,18564088,6.8,381,9.356587
2578,24858,Eternity and a Day,137.0,0,0,7.1,14,1.266908
2579,15059,The Loss of Sexual Innocence,106.0,4000000,0,5.2,9,3.02583
2580,55912,Twice Upon a Yesterday,91.0,0,258464,5.1,8,1.217192
2581,12117,Instinct,126.0,80000000,0,6.3,149,6.236116
2582,11779,Buena Vista Social Club,105.0,0,0,7.3,76,11.619416
2583,41730,Desert Blue,90.0,0,0,5.5,9,2.494188
2584,84198,A Place at the Table,84.0,0,0,6.9,7,0.501046
2592,100568,Floating,90.0,0,0,5.0,4,0.226247
2593,13533,Free Enterprise,113.0,0,0,5.8,10,0.898365
2594,62676,Limbo,126.0,8000000,1997807,7.0,17,1.969282
2595,817,Austin Powers: The Spy Who Shagged Me,95.0,33000000,310940086,6.1,1034,13.984182
2596,265966,Promise Her Anything,101.0,0,0,0.0,0,0.451412
2597,91598,The Red Dwarf,100.0,0,0,5.5,3,0.113904
2598,14283,The Red Violin,131.0,18000000,9495408,7.2,101,7.725843
2599,37135,Tarzan,88.0,150000000,448000000,7.1,1715,12.453452
2600,2275,The General's Daughter,116.0,60000000,149705852,6.1,209,14.039655
2601,68426,Get Bruce!,82.0,0,0,6.2,3,0.489067
2602,24137,An Ideal Husband,97.0,14000000,18535191,6.3,47,3.873796
2603,10376,The Legend of 1900,170.0,9000000,0,8.1,554,7.668214
2604,104,Run Lola Run,81.0,1530000,7267585,7.2,672,7.765379
2605,15800,Trekkies,86.0,0,0,6.3,22,4.79567
2606,9032,Big Daddy,93.0,34200000,234801895,6.2,898,8.011869
2607,13821,The Boys,86.0,0,0,6.8,3,1.239074
2608,9421,The Dinner Game,80.0,12500000,78599508,7.7,408,6.122739
2609,55955,My Son the Fanatic,88.0,0,408339,4.7,3,0.147516
2610,67067,Zone 39,95.0,0,0,5.0,2,0.087065
2611,6488,Arachnophobia,103.0,31000000,53208180,6.2,445,5.418428
2612,9473,"South Park: Bigger, Longer & Uncut",81.0,21000000,0,7.1,916,11.818055
2613,8487,Wild Wild West,106.0,170000000,222104681,5.1,1042,9.887602
2614,10279,Summer of Sam,142.0,0,0,6.3,115,6.14854
2615,125263,Broken Vessels,90.0,0,0,6.0,2,0.117541
2616,2767,Les Amants du Pont-Neuf,125.0,28000000,0,7.5,45,3.62449
2617,78568,"Late August, Early September",112.0,0,0,7.3,4,0.977617
2618,2105,American Pie,95.0,11000000,235483004,6.4,2358,18.344227
2619,1073,Arlington Road,117.0,21500000,0,7.0,246,8.605659
2620,10239,Autumn Tale,112.0,0,0,7.0,12,3.842644
2621,10208,Muppets from Space,87.0,24000000,16290976,5.8,94,7.531668
2622,2667,The Blair Witch Project,81.0,60000,248000000,6.3,1090,14.838386
2623,48958,My Life So Far,98.0,0,0,6.1,10,1.786841
2624,345,Eyes Wide Shut,159.0,65000000,162091208,7.1,1266,13.268484
2625,9825,Lake Placid,82.0,27000000,56870414,5.5,251,13.787108
2626,16158,The Wood,106.0,6000000,25059640,7.1,34,4.414077
2627,133575,The Velocity of Gary,100.0,4000000,0,4.2,5,1.074248
2628,620,Ghostbusters,107.0,30000000,295212467,7.3,2431,22.089729
2629,2978,Ghostbusters II,108.0,37000000,215394738,6.3,1131,16.414239
2630,10490,Drop Dead Gorgeous,98.0,10000000,10571408,6.5,88,6.396767
2631,11618,The Haunting,113.0,80000000,91188905,5.2,374,8.967638
2632,332,Inspector Gadget,78.0,75000000,0,4.3,322,11.677244
2633,1812,Trick,89.0,450000,2049595,6.7,24,2.493289
2634,8914,Deep Blue Sea,105.0,60000000,73648228,5.6,616,7.493615
2635,9824,Mystery Men,121.0,68000000,29762011,5.7,255,10.466306
2636,4806,Runaway Bride,116.0,70000000,309457509,5.8,472,8.919469
2637,33430,Twin Falls Idaho,111.0,0,0,7.1,12,1.596052
2638,247,The Killing,85.0,320000,0,7.7,290,10.223264
2639,10056,Killer's Kiss,67.0,75000,0,6.2,101,6.107034
2640,967,Spartacus,197.0,12000000,60000000,7.3,472,11.110376
2641,802,Lolita,153.0,2000000,9250000,7.3,409,9.551293
2642,3175,Barry Lyndon,184.0,11000000,20000000,7.7,521,14.003467
2643,147,The 400 Blows,99.0,0,0,8.0,363,7.268688
2644,1628,Jules and Jim,105.0,0,0,7.6,163,5.979791
2645,21185,Vibes,99.0,1884000,1883811,6.0,10,7.368928
2646,11120,The Mosquito Coast,119.0,0,14302779,6.3,126,6.224859
2647,10136,The Golden Child,94.0,25000000,79817939,5.6,311,8.236472
2648,32060,Brighton Beach Memoirs,108.0,0,0,6.2,20,2.563112
2649,48686,Assassination,105.0,0,0,5.6,11,3.143618
2651,873,The Color Purple,154.0,15000000,146292009,7.7,345,11.573562
2652,48660,The Kindred,91.0,0,0,5.9,7,0.710875
2653,26789,No Mercy,106.0,0,12303904,5.7,38,11.273675
2654,3934,Ménage,84.0,0,0,6.0,25,2.010505
2655,108312,Native Son,111.0,2000000,1301121,2.0,2,0.910047
2656,198469,Otello,97.53048244599658,0,0,6.7,3,0.001586
2657,11416,The Mission,126.0,24500000,17218023,7.1,295,11.241995
2658,10776,Little Shop of Horrors,94.0,25000000,38748395,6.7,389,7.409179
2659,24452,The Little Shop of Horrors,70.0,30000,0,6.2,78,4.327466
2660,9710,Allan Quatermain and the Lost City of Gold,99.0,0,0,4.6,70,10.877201
2661,31924,The Morning After,102.0,0,25147055,5.9,22,2.995682
2662,30890,Radio Days,90.0,16000000,0,7.0,131,8.782912
2663,24081,From the Hip,111.0,0,9518342,5.8,12,0.619481
2664,20242,Outrageous Fortune,100.0,0,0,5.6,32,2.362974
2665,39074,The Bedroom Window,112.0,0,0,6.2,20,4.187498
2666,66194,Deadtime Stories,93.0,0,2750741,4.6,7,1.712138
2667,2115,Light of Day,107.0,0,0,5.4,10,1.745096
2668,23599,Wanted: Dead or Alive,104.0,0,0,5.4,22,4.917167
2669,3526,Frances,140.0,0,5000000,7.1,24,2.077869
2670,41166,Plenty,124.0,0,0,5.9,8,0.637248
2671,16406,Dick,94.0,13000000,27500000,5.7,67,3.960622
2672,197239,The Gambler,97.0,0,0,0.0,0,1.650488
2673,10386,The Iron Giant,86.0,70000000,23159305,7.6,1470,15.441459
2674,745,The Sixth Sense,107.0,40000000,672806292,7.7,3223,18.449169
2675,913,The Thomas Crown Affair,113.0,48000000,124305181,6.7,349,10.961226
2676,912,The Thomas Crown Affair,102.0,4300000,0,6.9,95,9.444818
2677,12229,The Acid House,106.0,0,0,6.4,33,4.222607
2678,67323,The Adventures of Sebastian Cole,99.0,0,0,6.5,2,0.371975
2679,91076,Illuminata,119.0,0,0,6.3,7,0.837943
2680,89861,Stiff Upper Lips,99.0,0,0,10.0,1,0.882132
2681,19457,The Yards,115.0,0,0,6.0,98,11.162383
2682,11353,Bowfinger,97.0,55000000,0,6.0,258,7.169508
2683,17707,Brokedown Palace,100.0,25000000,13000000,6.2,115,6.570918
2684,9781,Detroit Rock City,95.0,6500000,4217115,6.7,102,6.074832
2685,102489,Alice and Martin,124.0,0,0,6.0,6,0.422789
2686,18212,Better Than Chocolate,101.0,0,0,6.4,25,5.12798
2687,13817,Head On,104.0,0,378667,5.8,18,3.466204
2688,126996,Marcello Mastroianni: I Remember,198.0,0,0,5.5,2,0.614407
2689,38715,Cobra,70.0,0,0,6.7,3,0.220388
2690,48781,Never Talk to Strangers,86.0,6400000,6,4.7,31,7.506958
2691,12185,Heaven Can Wait,101.0,0,0,6.4,84,5.232475
2692,29056,The Raven,86.0,350000,1499275,6.3,56,4.817514
2693,26857,The Tingler,82.0,250000,0,6.4,34,2.28087
2694,28501,The Pit and the Pendulum,80.0,200000,2000000,6.9,67,4.392322
2695,29030,The Tomb of Ligeia,81.0,0,0,5.8,43,3.631422
2696,25319,The Masque of the Red Death,90.0,0,0,6.6,62,11.587199
2697,29074,Tales of Terror,89.0,0,0,6.3,35,2.356666
2698,24103,Haunted Honeymoon,82.0,0,8033397,5.4,45,2.858879
2699,10552,Cat's Eye,94.0,0,0,5.9,140,6.781815
2700,9267,And Now for Something Completely Different,88.0,0,0,7.1,139,9.132013
2701,10766,Damien: Omen II,107.0,6800000,26518355,6.1,170,10.235373
2702,10768,Omen III: The Final Conflict,108.0,0,20471382,5.5,132,7.798615
2703,813,Airplane!,88.0,3500000,83453539,7.1,1104,13.063203
2704,2665,Airplane II: The Sequel,85.0,0,27150534,6.0,276,7.181664
2705,9406,An American Werewolf in Paris,105.0,22000000,26570463,5.3,154,7.145784
2706,11418,National Lampoon’s European Vacation,95.0,0,49364621,6.0,232,11.457485
2707,11153,National Lampoon's Vacation,98.0,15000000,61399552,7.1,412,7.747432
2708,14170,Funny Farm,101.0,0,0,6.0,74,11.303489
2709,2280,Big,104.0,18000000,151668774,6.9,1022,9.562292
2710,11077,Problem Child,81.0,0,0,5.5,152,5.722116
2711,28597,Problem Child 2,90.0,0,0,5.2,101,8.142992
2712,22611,Little Nemo: Adventures In Slumberland,85.0,0,0,7.1,36,2.770568
2713,39780,Oscar and Lucinda,132.0,0,0,6.2,26,1.462571
2714,10396,Tequila Sunrise,115.0,23000000,0,6.0,116,6.399977
2715,9944,The Pelican Brief,141.0,45000000,195268056,6.3,377,8.708306
2716,850,A Christmas Story,94.0,0,19294144,7.4,352,7.337907
2717,10154,Mickey Blue Eyes,102.0,0,0,5.3,142,6.951414
2718,10342,Teaching Mrs. Tingle,96.0,13000000,8946237,5.3,94,8.345784
2719,10366,Universal Soldier: The Return,82.0,45000000,10667893,4.2,138,7.805145
2720,9349,Universal Soldier,102.0,23000000,0,5.8,382,8.035769
2721,15122,Love Stinks,94.0,0,0,5.4,11,1.097513
2722,10494,Perfect Blue,81.0,0,0,7.9,261,6.487495
2723,126152,With Friends Like These...,105.0,0,0,0.0,0,0.056395
2724,22314,In Too Deep,97.0,7000000,14011454,6.3,18,1.615319
2725,51679,The Source,88.0,0,360895,4.9,5,0.447313
2726,35813,The Bat,80.0,0,0,5.9,18,8.819138
2727,11037,Iron Eagle,117.0,0,0,4.8,64,4.33058
2728,11955,Iron Eagle II,105.0,0,0,4.3,17,2.331052
2729,2038,Iron Eagle III,98.0,0,0,3.6,15,8.48487
2730,28737,Iron Eagle IV,96.0,0,0,3.2,8,1.286323
2731,11963,Three Days of the Condor,117.0,0,27476252,7.2,234,14.364447
2732,141489,Hamlet from the Lunt-Fontanne Theatre,191.0,0,0,6.0,2,0.512134
2733,53761,Male and Female,116.0,0,0,5.0,1,1.175646
2734,9096,Medicine Man,106.0,40000000,0,5.8,114,7.431005
2735,91893,The Spiders - The Golden Sea,69.0,0,0,5.7,5,0.301984
2736,113273,On the Ropes,94.0,0,0,5.0,1,0.140027
2737,103793,Rosie,97.53048244599658,0,0,5.0,2,0.100686
2738,1911,The 13th Warrior,102.0,160000000,61698899,6.4,524,10.308026
2739,2900,The Astronaut's Wife,109.0,75000000,19598588,5.5,263,14.705865
2740,17709,Dudley Do-Right,77.0,70000000,0,3.8,49,4.431577
2741,37718,The Muse,97.0,0,0,5.3,31,1.533253
2742,47144,Cabaret Balkan,102.0,0,0,7.3,4,0.569218
2743,104896,A Dog Of Flanders,96.0,0,0,6.4,6,0.513308
2744,30964,The Lost Son,102.0,0,0,5.8,6,0.504739
2745,52366,Lucie Aubrac,115.0,0,458557,5.9,8,1.122218
2746,6373,The Very Thought of You,88.0,0,0,5.0,11,1.233052
2747,2162,Chill Factor,101.0,70000000,11263966,5.3,30,3.062626
2748,14578,Outside Providence,96.0,7000000,7292175,5.6,30,3.10924
2749,40694,Bedrooms and Hallways,96.0,0,0,5.9,11,1.016117
2750,4338,I Woke Up Early The Day I Died,90.0,0,0,4.7,3,0.563637
2751,49184,West Beyrouth,105.0,0,0,8.8,5,0.219485
2752,10307,Stigmata,103.0,29000000,50041732,6.0,248,9.304144
2753,11601,Stir of Echoes,99.0,12000000,21133087,6.5,334,5.875606
2754,18621,Best Laid Plans,92.0,0,0,6.0,30,4.374187
2755,1075,"Black Cat, White Cat",127.0,0,0,7.7,160,6.261475
2756,21719,The Minus Man,111.0,0,370668,6.4,19,2.255032
2757,40879,Whiteboyz,92.0,0,0,4.8,4,1.483082
2758,47951,The Adventures of Milo and Otis,90.0,0,0,6.7,54,2.500605
2759,43832,Only Angels Have Wings,121.0,0,0,7.0,47,2.611512
2760,47697,Othello,90.0,0,0,6.5,35,2.698585
2761,49792,Queens Logic,100.0,0,0,5.7,6,6.24172
2762,77064,Public Access,90.0,0,0,5.5,3,1.292256
2763,26522,A Soldier's Story,101.0,6000000,21821347,6.2,54,12.019262
2764,23761,Alice Sweet Alice,98.0,340000,0,6.4,58,3.274172
2765,24097,Don't Look in the Basement,89.0,0,0,5.2,19,0.689278
2766,42114,Nightmares,99.0,0,6670680,5.4,23,3.861469
2767,28295,I Saw What You Did,82.0,0,0,5.8,11,1.88974
2768,12105,Yellow Submarine,90.0,0,0,7.1,114,14.950187
2769,14,American Beauty,122.0,15000000,356296601,7.9,3438,20.726578
2770,24128,Stop Making Sense,88.0,1200000,4978922,8.7,47,2.359569
2771,11001,Blue Streak,93.0,65000000,117758500,6.1,359,6.229424
2772,10390,For Love of the Game,137.0,50000000,0,6.3,88,4.950061
2773,9453,Caligula,156.0,17500000,23438120,5.3,147,11.157288
2774,704,A Hard Day's Night,88.0,560000,12299668,7.3,172,5.719266
2775,35122,Splendor,93.0,0,45703,5.5,14,3.508075
2776,142132,Sugar Town,92.0,0,0,5.5,2,0.20833
2777,24153,The Buddy Holly Story,113.0,1200000,14363400,7.5,33,2.017413
2778,11797,Fright Night,106.0,9000000,24922237,6.9,279,7.472509
2779,18086,Fright Night Part 2,104.0,0,2983784,6.4,81,5.777858
2780,124475,La séparation,88.0,0,0,5.4,7,0.533479
2781,17887,Barefoot in the Park,106.0,0,0,6.9,105,8.380744
2782,10669,Deliverance,109.0,2000000,46122355,7.2,441,8.476681
2783,11527,Excalibur,140.0,11000000,34967437,7.1,241,8.800455
2784,42848,Lulu on the Bridge,103.0,0,0,5.8,5,1.415493
2785,40867,The Pajama Game,101.0,0,0,6.3,12,0.681871
2786,1049,Sommersby,109.0,0,140081992,6.0,82,4.359884
2787,28032,Thumbelina,87.0,28000000,11373501,6.1,117,13.856199
2788,11326,Tommy,111.0,5000000,34251525,6.5,69,6.335814
2789,28377,Hell Night,101.0,0,0,5.6,32,3.682167
2790,10975,Armour of God II: Operation Condor,106.0,0,0,7.0,109,12.276235
2791,10974,Armour of God,88.0,15000000,0,6.8,111,7.278549
2792,10398,Double Jeopardy,105.0,70000000,177841558,6.2,282,10.876463
2793,2290,Jakob the Liar,120.0,0,0,6.1,91,9.217935
2794,24071,Mumford,112.0,0,0,6.3,27,8.102656
2795,62994,Dog Park,91.0,0,0,5.8,4,0.437857
2796,60994,Guinevere,104.0,2600000,614202,5.9,9,4.004968
2797,16112,The Adventures of Elmo in Grouchland,73.0,0,0,6.3,14,2.86282
2798,32305,Simon Sez,85.0,0,0,3.6,17,3.106424
2799,14429,Drive Me Crazy,91.0,8000000,22593409,5.8,62,4.606395
2800,15198,"Mystery, Alaska",119.0,28000000,8888143,6.0,71,4.512767
2801,6415,Three Kings,114.0,75000000,108000000,6.6,709,12.287636
2802,24066,"Happy, Texas",98.0,1700000,1943649,5.5,39,2.939685
2803,21430,New Rose Hotel,93.0,0,0,5.0,24,10.255215
2804,10381,Plunkett & MacLeane,93.0,0,0,6.1,49,10.285949
2805,171982,Romance,27.0,0,0,0.0,0,0.052377
2806,42486,Napoleon and Samantha,92.0,0,0,6.6,8,0.832361
2807,60285,Alvarez Kelly,116.0,0,0,6.6,10,1.49303
2808,5622,And the Ship Sails On,128.0,0,0,7.0,22,1.715072
2809,10349,The Dark Half,122.0,15000000,10611160,5.4,91,13.412785
2810,42518,Gulliver's Travels,76.0,0,0,6.3,26,2.059715
2811,29787,Monkey Shines,113.0,7000000,5344577,6.2,58,8.120652
2812,9638,Phantasm,89.0,300000,11988469,6.5,166,6.609336
2813,10576,Psycho II,113.0,5000000,34725000,6.0,128,6.370495
2814,12662,Psycho III,93.0,0,14481606,5.4,79,6.345885
2815,61369,Rain,94.0,0,0,5.1,8,0.577818
2816,11712,Sanjuro,96.0,0,0,7.8,122,11.293611
2817,12618,Random Hearts,133.0,64000000,74608570,5.3,63,4.140398
2818,13824,Superstar,81.0,0,0,5.0,85,4.155147
2819,226,Boys Don't Cry,118.0,2000000,11540607,7.2,360,6.536006
2820,288772,"Five Wives, Three Secretaries and Me",97.53048244599658,0,0,0.0,0,0.001648
2821,55107,L'ennui,122.0,0,0,6.1,12,1.535323
2822,69851,The Grandfather,151.0,0,0,6.7,11,0.81126
2823,10388,The Limey,89.0,10000000,3193102,6.6,110,7.807741
2824,17198,The Mating Habits of the Earthbound Human,88.0,0,0,6.4,18,6.571586
2825,44857,Molly,102.0,0,0,5.5,14,7.697
2826,9346,Risky Business,98.0,6200000,63541777,6.4,340,6.505209
2827,861,Total Recall,113.0,65000000,261317921,7.1,1745,12.954444
2828,14412,Body Heat,113.0,0,24058838,7.1,128,5.991482
2829,9377,Ferris Bueller's Day Off,103.0,6000000,70136369,7.5,1340,12.724645
2830,11541,The Year of Living Dangerously,115.0,6000000,1317657,6.8,84,13.293569
2831,2457,Children of Paradise,191.0,0,0,7.9,79,5.353954
2832,11901,High Plains Drifter,105.0,5500000,15700000,7.4,284,9.91087
2833,4929,Hang 'em High,114.0,1800000,6800000,6.7,197,7.266576
2834,85325,Citizen's Band,98.0,0,0,4.7,6,1.799462
2835,11230,Drunken Master,111.0,0,0,7.2,178,7.404755
2836,8416,The Conformist,107.0,750000,0,7.6,129,9.931025
2837,11054,Hairspray,92.0,0,0,6.6,102,6.453409
2838,851,Brief Encounter,86.0,0,0,7.6,123,5.408818
2839,24453,The Razor's Edge,129.0,0,0,6.9,16,1.697455
2840,18254,Reds,195.0,32000000,40382659,7.1,70,5.463216
2841,56235,Return with Honor,101.0,1000000,0,4.0,2,0.15025
2842,20123,Time of the Gypsies,142.0,0,0,7.2,53,5.443964
