,id,title,Paramount Pictures,MGM,20th Century Fox,Warner Bros.,Universal Pictures,Columbia Pictures,Disney,Pixar,New Line Cinema,United Artists,Canal+,RKO Radio Pictures,Touchstone Pictures,BBC Films
2733,704,A Hard Day's Night,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2734,35122,Splendor,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2735,142132,Sugar Town,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2736,24153,The Buddy Holly Story,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2737,11797,Fright Night,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2738,18086,Fright Night Part 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2739,124475,La séparation,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2740,17887,Barefoot in the Park,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2741,10669,Deliverance,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2742,11527,Excalibur,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2743,42848,Lulu on the Bridge,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2744,40867,The Pajama Game,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2745,1049,Sommersby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2746,28032,Thumbelina,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2747,11326,Tommy,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2748,28377,Hell Night,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2749,10975,Armour of God II: Operation Condor,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2750,10974,Armour of God,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2751,10398,Double Jeopardy,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2752,2290,Jakob the Liar,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2753,24071,Mumford,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2754,62994,Dog Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2755,60994,Guinevere,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2756,16112,The Adventures of Elmo in Grouchland,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2757,32305,Simon Sez,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2758,14429,Drive Me Crazy,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2759,15198,"Mystery, Alaska",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2760,6415,Three Kings,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2761,24066,"Happy, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2762,21430,New Rose Hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2763,10381,Plunkett & MacLeane,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2764,171982,Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2765,42486,Napoleon and Samantha,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2766,60285,Alvarez Kelly,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2767,5622,And the Ship Sails On,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2768,10349,The Dark Half,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2769,42518,Gulliver's Travels,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2770,29787,Monkey Shines,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2771,9638,Phantasm,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2772,10576,Psycho II,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2773,12662,Psycho III,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2774,61369,Rain,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2775,11712,Sanjuro,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2776,12618,Random Hearts,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2777,13824,Superstar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2778,226,Boys Don't Cry,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2779,288772,"Five Wives, Three Secretaries and Me",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2780,55107,L'ennui,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2781,69851,The Grandfather,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2782,10388,The Limey,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2783,17198,The Mating Habits of the Earthbound Human,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2784,44857,Molly,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2785,9346,Risky Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2786,861,Total Recall,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2787,14412,Body Heat,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2788,9377,Ferris Bueller's Day Off,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2789,11541,The Year of Living Dangerously,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2790,2457,Children of Paradise,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2791,11901,High Plains Drifter,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2792,4929,Hang 'em High,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2793,85325,Citizen's Band,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2794,11230,Drunken Master,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2795,8416,The Conformist,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2796,11054,Hairspray,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2797,851,Brief Encounter,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2798,24453,The Razor's Edge,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2799,18254,Reds,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2800,56235,Return with Honor,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2801,20123,Time of the Gypsies,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2802,16642,Days of Heaven,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2803,2593,The Fire Within,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2804,42020,El Amor Brujo,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2805,3086,The Lady Eve,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2806,16305,Sullivan's Travels,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2807,32255,The Palm Beach Story,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2808,48797,Man Facing Southeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2809,19997,Niagara,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2810,3767,Gilda,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2811,17352,South Pacific,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2812,535,Flashdance,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2813,2731,Indochine,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2814,1654,The Dirty Dozen,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2815,31043,Mike's Murder,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2816,14831,Help!,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2817,658,Goldfinger,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2818,657,From Russia with Love,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2819,646,Dr. No,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2820,5689,The Blue Lagoon,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2821,391,A Fistful of Dollars,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2822,8052,Hard Eight,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2823,772,Home Alone 2: Lost in New York,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2824,65448,Penitentiary,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2825,65452,Penitentiary II,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2826,31650,Someone to Watch Over Me,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2827,73575,Sparrows,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2828,302579,Naturally Native,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2829,550,Fight Club,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2830,97537,Beefcake,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2831,12220,The Story of Us,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2832,1610,Fever Pitch,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2833,53151,Joe the King,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2834,42881,Julien Donkey-Boy,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2835,29064,The Omega Code,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2836,404,The Straight Story,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2837,42196,The Bad Seed,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2838,36819,Time Bandits,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2839,42726,A Man and a Woman,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2840,9343,Fitzcarraldo,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2841,16858,All That Jazz,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2842,42006,Red Sorghum,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2843,11562,Crimes and Misdemeanors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2844,10496,Bats,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2845,16162,The Best Man,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2846,8649,Bringing Out the Dead,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2847,31306,Crazy in Alabama,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2848,10563,Three to Tango,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2849,14484,Body Shots,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2850,214735,Men Cry Bullets,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2851,94857,Brother Can You Spare A Dime,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2852,32043,The Guardian,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2853,15247,The Ipcress File,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2854,29251,On Any Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2855,5548,RoboCop,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2856,5549,RoboCop 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2857,856,Who Framed Roger Rabbit,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2858,38772,Melvin and Howard,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2859,699,For Your Eyes Only,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2860,709,Licence to Kill,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2861,253,Live and Let Die,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2862,13511,Rawhead Rex,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2863,660,Thunderball,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2864,46798,The City,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2865,11377,House on Haunted Hill,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2866,26149,Music of the Heart,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2867,492,Being John Malkovich,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2868,108346,Dreaming of Joseph Lees,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2869,98480,Man Of The Century,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2870,128,Princess Mononoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2871,46286,The Suburbans,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2872,8672,My Best Fiend,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2873,8056,Train of Life,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2874,2020,The Bachelor,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2875,9481,The Bone Collector,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2876,9008,The Insider,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2877,14242,American Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2878,16129,Last Night,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2879,104103,Portraits Chinois,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2880,11489,Rosetta,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2881,28145,"They Shoot Horses, Don't They?",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2882,51371,Battling Butler,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2883,18111,Bride of Re-Animator,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2884,31361,Bustin' Loose,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2885,11223,Coma,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2886,16281,Creepshow,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2887,16288,Creepshow 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2888,1694,Re-Animator,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2889,476,Drugstore Cowboy,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2890,37094,Falling Down,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2891,13555,The Funhouse,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2892,961,The General,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2893,73969,My Best Girl,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2894,24831,Piranha,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2895,85160,Slaughterhouse,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2896,25560,The Taming of the Shrew,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2897,21610,Nighthawks,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2898,11878,Yojimbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2899,11510,Repossessed,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2900,11234,The Omega Man,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2901,957,Spaceballs,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2902,11886,Robin Hood,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2903,37853,Mister Roberts,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2904,62204,Quest for Fire,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2905,11040,Little Big Man,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2906,21849,A Face in the Crowd,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2907,1621,Trading Places,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2908,14035,Meatballs,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2909,40771,Meatballs Part II,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2910,40772,Meatballs III: Summer Job,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2911,40773,Meatballs 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2912,11498,Dead Again,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2913,11790,Peter's Friends,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2914,29371,The Incredibly True Adventure of Two Girls In Love,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2915,276635,Experience Preferred...But Not Essential,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2916,47941,Under the Rainbow,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2917,29048,How I Won the War,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2918,19052,Light It Up,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2919,21349,Anywhere But Here,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2920,1832,Dogma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2921,10047,The Messenger: The Story of Joan of Arc,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2922,10228,Pokémon: The First Movie: Mewtwo Strikes Back,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2923,47692,Felicia's Journey,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2924,18561,Oxygen,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2925,144953,Where's Marlowe?,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2926,37426,The Ape,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2927,51787,British Intelligence,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2928,11663,The Commitments,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2929,13485,Holiday Inn,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2930,9289,The Longest Day,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2931,9264,Poison Ivy,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2932,18222,Poison Ivy: The New Seduction,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2933,124853,Ten Benny,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2934,11165,Tora! Tora! Tora!,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2935,4203,Women on the Verge of a Nervous Breakdown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2936,24226,The Verdict,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2937,88875,The Effect of Gamma Rays on Man-in-the-Moon Marigolds,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2938,11379,The Adventures of Buckaroo Banzai Across the 8th Dimension,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2939,29154,Stand and Deliver,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2940,2039,Moonstruck,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2941,77915,The Sandpiper,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2942,11943,Jeremiah Johnson,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2943,11481,Repulsion,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2944,2690,Irma la Douce,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2945,20565,42 Up,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2946,27141,Liberty Heights,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2947,10399,Mansfield Park,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2948,90762,"Goodbye, 20th Century",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2949,2668,Sleepy Hollow,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2950,36643,The World Is Not Enough,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2951,99,All About My Mother,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2952,159569,Home Page,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2953,77010,The Living Dead Girl,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2954,25898,Babes in Toyland,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2955,9647,Scrooged,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2956,11787,Harvey,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2957,5156,Bicycle Thieves,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2958,24276,Matewan,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2959,11953,Kagemusha,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2960,44662,47 Samurai,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2961,29005,McCabe & Mrs. Miller,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2962,26371,Maurice,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2963,596,The Grapes of Wrath,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2964,52470,My Man Godfrey,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2965,20334,The Shop Around the Corner,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2966,11393,The Natural,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2967,31121,Shampoo,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2968,293,A River Runs Through It,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2969,10998,Fatal Attraction,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2970,12235,Jagged Edge,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2971,36094,Stanley & Iris,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2972,9013,Midnight Run,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2973,11005,Awakenings,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2974,59820,Come See the Paradise,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2975,2924,Backdraft,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2976,177,The Fisher King,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2977,38557,The River,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2978,42087,Country,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2979,13681,Places in the Heart,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2980,34760,"'night, Mother",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2981,9946,End of Days,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2982,863,Toy Story 2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2983,31582,Flawless,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2984,125520,Miss Julie,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2985,22267,Ride with the Devil,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2986,55123,Tumbleweeds,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2987,5486,A Bay of Blood,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2988,10411,The Distinguished Gentleman,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2989,41462,The Hitch-Hiker,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2990,1718,Santa Fe Trail,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2991,28604,Lauderdale,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2992,15506,Agnes Browne,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2993,20024,The End of the Affair,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2994,78256,The End of the Affair,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2995,13787,Holy Smoke!,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2996,54933,A Map of the World,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2997,9684,Sweet and Lowdown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2998,9586,The Bonfire of the Vanities,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2999,41638,Broadway Damage,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,70801,Daddy-Long-Legs,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3001,33015,Go West,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3002,777,Grand Illusion,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3003,21887,The Great Santini,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3004,5652,The James Dean Story,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3005,19664,The Sea Wolves,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3006,32331,Stealing Home,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3007,76083,Tarzan the Fearless,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3008,32628,Three Ages,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3009,32669,The Two Jakes,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3010,18161,U2: Rattle and Hum,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3011,31681,Hell in the Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3012,33666,The Glass Bottom Boat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3013,32274,Cradle Will Rock,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3014,10402,Deuce Bigalow: Male Gigolo,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3015,497,The Green Mile,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3016,1715,The Cider House Rules,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3017,35118,Diamonds,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3018,42739,The War Zone,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3019,26162,The Bat Whispers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3020,25188,The Last Picture Show,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3021,15515,The 7th Voyage of Sinbad,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3022,75888,Blood on the Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3023,1439,Anna and the King,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3024,2277,Bicentennial Man,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3025,10137,Stuart Little,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3026,10387,The Emperor and the Assassin,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3027,49948,Fantasia 2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3028,334,Magnolia,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3029,30237,Onegin,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3030,50116,Simpatico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3031,46435,Topsy-Turvy,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3032,94260,The Alley Cats,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3033,22213,Boiling Point,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3034,47070,Brenda Starr,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3035,36492,Carnal Knowledge,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3036,624,Easy Rider,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3037,26578,The Falcon and the Snowman,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3038,415072,Hi-Yo Silver,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3039,43103,Room at the Top,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3040,43194,Ulysses,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3041,9563,Any Given Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3042,1850,Man on the Moon,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3043,926,Galaxy Quest,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3044,1213,The Talented Mr. Ripley,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3045,10471,Next Friday,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3046,10400,The Hurricane,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3047,10397,Angela's Ashes,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3048,20761,Play It to the Bone,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3049,12524,Titus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3050,28216,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.",0,0,0,0,0,0,0,0,0,0,0,0,0,0
3051,36773,The Third Miracle,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3052,30814,Montana,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3053,10219,Snow Falling on Cedars,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3054,3558,"Girl, Interrupted",0,0,0,0,0,1,0,0,0,0,0,0,0,0
3055,104878,Trans,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3056,41276,The Life and Times of Hank Greenberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3057,17908,My Dog Skip,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3058,10384,Supernova,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3059,125317,The Quarry,0,0,0,0,0,0,0,0,0,0,0,0,0,0
