,id,title,english_lang,foreign_lang,US_film,foreign_film,international
12635,14272,Chan Is Missing,1,0,0,0,0
12636,28705,Close to Home,1,0,0,1,0
12637,35760,White Palms,0,1,0,1,0
12638,16283,Saawariya,0,1,0,1,0
12639,7351,Julia,1,0,0,1,0
12640,8281,I Always Wanted to Be a Gangster,0,1,0,1,0
12641,99339,Just Anybody,0,1,0,0,1
12642,8267,The Pope's Toilet,0,1,0,0,1
12643,13312,Inside,0,1,0,1,0
12644,10488,Nim's Island,1,0,1,0,0
12645,11152,The Ruins,1,0,1,0,1
12646,15260,Joy Division,1,0,0,0,1
12647,18181,Manda Bala (Send a Bullet),1,0,0,1,0
12648,9870,Forgetting Sarah Marshall,1,0,1,0,0
12649,14424,Sex and Death 101,1,0,1,0,0
12650,11918,Superhero Movie,1,0,1,0,0
12651,1266,Street Kings,1,0,1,0,0
12652,12473,The Visitor,1,0,1,0,0
12653,13335,Harold & Kumar Escape from Guantanamo Bay,1,0,1,0,0
12654,8827,99 francs,0,1,0,1,0
12655,12156,Private Property,1,0,0,0,1
12656,7459,Speed Racer,1,0,0,0,1
12657,9997,Gabriel,0,1,0,1,0
12658,28704,Diminished Capacity,1,0,0,0,0
12659,38376,Nathalie...,0,1,0,1,0
12660,8319,Chapter 27,1,0,1,0,0
12661,92299,The Thief Who Came to Dinner,1,0,1,0,0
12662,1729,The Forbidden Kingdom,1,0,0,0,1
12663,12179,Where in the World Is Osama Bin Laden?,1,0,1,0,0
12664,13079,The Life Before Her Eyes,1,0,1,0,0
12665,24701,"Puff, Puff, Pass",1,0,1,0,0
12666,28131,Pulp,1,0,0,0,0
12667,14324,Virgin Territory,1,0,0,0,1
12668,10503,Happy-Go-Lucky,1,0,0,1,0
12669,13007,Religulous,1,0,1,0,0
12670,9017,Outpost,1,0,0,1,0
12671,25119,Are You Scared?,1,0,1,0,0
12672,53196,Before Flying Back to Earth,1,0,0,0,1
12673,38163,Bernard and Doris,1,0,0,0,1
12674,13258,Son of Rambow,1,0,0,0,1
12675,14236,Super High Me,1,0,1,0,0
12676,13784,Black Friday,1,0,1,0,0
12677,27918,The Invisible Ray,1,0,1,0,0
12678,28435,Murders in the Rue Morgue,1,0,1,0,0
12679,31604,The Killer Elite,1,0,1,0,0
12680,38661,Tarzan Escapes,1,0,1,0,0
12681,40044,Tarzan Finds a Son!,1,0,1,0,0
12682,40214,Tarzan's Secret Treasure,1,0,1,0,0
12683,40045,Tarzan's New York Adventure,1,0,0,0,0
12684,1810,Viva Zapata!,1,0,1,0,0
12685,47120,Antares,0,1,0,1,0
12686,7861,Outsourced,1,0,1,0,0
12687,13018,Deception,1,0,1,0,0
12688,8780,Baby Mama,1,0,1,0,0
12689,10886,The Unknown Woman,0,1,0,0,1
12690,13650,Delirious,1,0,1,0,0
12691,29291,Klimt,0,1,0,0,1
12692,13359,Expelled: No Intelligence Allowed,1,0,1,0,0
12693,26232,Viva Cuba,1,0,0,0,0
12694,8617,Prom Night,1,0,1,0,0
12695,6967,The White Massai,0,1,0,1,0
12696,1726,Iron Man,1,0,1,0,0
12697,22194,Possessed,0,1,0,0,1
12698,10761,Made of Honor,1,0,0,0,1
12699,12400,Redbelt,1,0,1,0,0
12700,16135,Mister Lonely,1,0,0,0,1
12701,14000,Anamorph,1,0,1,0,0
12702,43664,"The Bread, My Sweet",1,0,1,0,0
12703,8681,Taken,1,0,0,0,1
12704,16450,Hero Wanted,1,0,1,0,0
12705,12198,Flight of the Red Balloon,0,1,0,0,1
12706,14784,The Fall,1,0,1,0,1
12707,13001,Stargate: The Ark of Truth,1,0,0,0,1
12708,13412,Walk All Over Me,1,0,0,1,0
12709,13162,Blind Dating,1,0,1,0,0
12710,13243,Meet Bill,1,0,1,0,0
12711,13008,An American Crime,1,0,1,0,0
12712,9029,What Happens in Vegas,0,1,1,0,0
12713,15957,White Night,0,1,0,1,0
12714,8277,American Pie Presents: Beta House,1,0,1,0,0
12715,17106,Numb,1,0,1,0,0
12716,12586,Bella,1,0,0,0,1
12717,41648,Fiorile,1,0,0,0,1
12718,3014,The Man Between,1,0,0,1,0
12719,43822,The Stars Look Down,1,0,0,1,0
12720,87541,The Unknown Soldier,0,1,0,1,0
12721,16042,a/k/a Tommy Chong,1,0,1,0,0
12722,2454,The Chronicles of Narnia: Prince Caspian,1,0,0,0,1
12723,12197,Reprise,0,1,0,1,0
12724,32684,The Window,1,0,1,0,0
12725,25527,The Ron Clark Story,1,0,0,0,1
12726,17483,Shelter,1,0,1,0,0
12727,14530,American Crude,1,0,1,0,0
12728,21182,Young @ Heart,1,0,1,0,0
12729,13191,"War, Inc.",1,0,0,1,0
12730,38834,The Year of the Wolf,1,0,0,1,0
12731,15356,The Girl Next Door,1,0,1,0,0
12732,15281,King Corn,1,0,1,0,0
12733,217,Indiana Jones and the Kingdom of the Crystal Skull,1,0,1,0,0
12734,13534,How to Rob a Bank,1,0,1,0,0
12735,50700,Hey Hey It's Esther Blueburger,1,0,0,1,0
12736,85514,The Quiet American,1,0,1,0,0
12737,10120,Blonde and Blonder,1,0,0,1,0
12738,60676,Wesley Willis: The Daddy of Rock 'n' Roll,1,0,0,0,0
12739,22498,Patti Smith: Dream of Life,1,0,1,0,0
12740,37481,Day of the Outlaw,1,0,1,0,0
12741,12808,Nina's Heavenly Delights,1,0,0,1,0
12742,82437,Following Sean,1,0,0,0,0
12743,43145,One Hour with You,1,0,1,0,0
12744,44260,Lake of Fire,1,0,0,0,0
12745,38282,The Witnesses,0,1,0,1,0
12746,12245,The Oxford Murders,1,0,0,0,1
12747,10885,Shutter,1,0,1,0,0
12748,15378,The Grand,1,0,1,0,0
12749,4564,Sex and the City,1,0,1,0,0
12750,10665,The Strangers,1,0,1,0,0
12751,10822,Savage Grace,1,0,1,0,1
12752,13636,Bigger Stronger Faster*,1,0,1,0,0
12753,9022,All the Boys Love Mandy Lane,1,0,1,0,0
12754,31512,Memories of Matsuko,0,1,0,1,0
12755,14103,Allan Quatermain and the Temple of Skulls,1,0,1,0,0
12756,9502,Kung Fu Panda,1,0,1,0,0
12757,16117,What Would Jesus Buy?,1,0,1,0,0
12758,130639,Extreme Private Eros: Love Song 1974,0,1,0,1,0
12759,51929,The Emperor's Naked Army Marches On,0,1,0,1,0
12760,74349,Antonio das Mortes,0,1,0,0,1
12761,14050,Recount,1,0,1,0,0
12762,14019,Ex Drummer,0,1,0,1,0
12763,15776,The Art of Crying,0,1,0,1,0
12764,17221,Where the Sidewalk Ends,1,0,1,0,0
12765,37308,100 Rifles,1,0,1,0,0
12766,29377,Blood Alley,1,0,1,0,0
12767,26119,Chato's Land,1,0,0,1,0
12768,42358,Cold Sweat,1,0,0,0,1
12769,50231,The FBI Story,1,0,1,0,0
12770,4857,"Farewell, Friend",0,1,0,0,1
12771,79761,The Iron Mask,1,0,1,0,0
12772,37626,St. Ives,1,0,1,0,0
12773,48564,Villa Rides,1,0,1,0,0
12774,46189,The Wings of Eagles,1,0,1,0,0
12775,72609,Steamboat Round the Bend,1,0,1,0,0
12776,117044,The World Moves On,1,0,1,0,0
12777,114348,Pilgrimage,1,0,1,0,0
12778,95402,Lonelyhearts,1,0,1,0,0
12779,14305,The Andromeda Strain,1,0,1,0,0
12780,72445,Boat People,0,1,0,1,0
12781,20017,Wrong Move,0,1,0,1,0
12782,45996,Dust in the Wind,0,1,0,1,0
12783,10661,You Don't Mess with the Zohan,1,0,1,0,0
12784,60261,The Prefab People,0,1,0,1,0
12785,13172,The Promotion,1,0,1,0,0
12786,45791,When Did You Last See Your Father?,1,0,0,0,1
12787,9789,My Brother Is an Only Child,0,1,0,0,1
12788,13848,Stuck,1,0,0,0,1
12789,51484,July Rhapsody,0,1,0,1,0
12790,3687,Flesh Gordon,1,0,1,0,0
12791,22090,Telefon,1,0,1,0,0
12792,2982,The Lost World,1,0,1,0,0
12793,42657,The Mark of Zorro,1,0,1,0,0
12794,45408,The Protector,1,0,0,0,1
12795,82731,The Three Musketeers,1,0,1,0,0
12796,37412,Warlock,1,0,1,0,0
12797,66180,The Fiances,0,1,0,1,0
12798,31742,Il Posto,0,1,0,1,0
12799,12912,Chaos Theory,1,0,1,0,0
12800,13170,The Boys & Girls Guide to Getting Down,1,0,1,0,0
12801,14748,Boy A,1,0,0,1,0
12802,15691,Doctor Who,1,0,0,0,1
12803,13206,A Complete History of My Sexual Failures,1,0,0,1,0
12804,14392,The Warlords,0,1,0,0,1
12805,18467,Spiral,1,0,1,0,0
12806,14882,Hounddog,1,0,1,0,0
12807,8645,The Happening,1,0,1,0,1
12808,1724,The Incredible Hulk,1,0,1,0,0
12809,5759,Baghead,1,0,1,0,0
12810,13405,The Children of Huang Shi,0,1,0,0,1
12811,49258,Quill:  The Life of a Guide Dog,0,1,0,1,0
12812,10681,WALL·E,1,0,1,0,0
12813,8909,Wanted,1,0,0,0,1
12814,8960,Hancock,1,0,1,0,0
12815,15728,Boy Culture,1,0,1,0,0
12816,23676,Ten Minutes Older: The Trumpet,1,0,0,0,1
12817,1938,Angel Face,1,0,1,0,0
12818,75141,Huckleberry Finn,1,0,0,0,0
12820,13993,Turn the River,1,0,1,0,0
12821,11665,Get Smart,1,0,0,0,1
12822,13019,Young People Fucking,1,0,1,0,1
12823,21074,Brick Lane,1,0,0,0,1
12824,26354,Surfwise,1,0,0,0,0
12825,22905,The Rape of Europa,1,0,1,0,0
12826,10748,St. Trinian's,1,0,0,1,0
12827,27509,The Penalty,1,0,1,0,0
12828,14949,Crossed Tracks,1,0,0,1,0
12829,78998,Desire,1,0,1,0,0
12830,12889,Futurama: The Beast with a Billion Backs,1,0,1,0,0
12831,28681,Equinox,1,0,1,0,0
12832,41850,At the Death House Door,1,0,0,0,0
12833,85559,Archangel,1,0,0,1,0
12834,51890,Battlefield Baseball,0,1,0,1,0
12835,45698,The Hourglass Sanatorium,0,1,0,1,0
12836,26302,The Color of Pomegranates,0,1,0,1,0
12837,32263,David Cross: Let America Laugh,1,0,1,0,0
12838,27506,West of Zanzibar,1,0,1,0,0
12839,111305,Tell It to the Marines,1,0,1,0,0
12840,27505,The Unholy Three,1,0,1,0,0
12841,27504,The Unholy Three,1,0,1,0,0
12842,64852,London After Midnight,1,0,1,0,0
12843,78321,Dog Day,0,1,0,1,0
12844,77765,The Klansman,1,0,0,0,0
12845,45512,Pocket Money,1,0,1,0,0
12846,43031,The Goddess,0,1,0,1,0
12847,13205,Bambi II,1,0,1,0,0
12848,30106,Gunnin' for That #1 Spot,1,0,1,0,0
12849,13065,Finding Amanda,1,0,1,0,0
12850,8359,Kit Kittredge: An American Girl,1,0,1,0,0
12851,13003,Gonzo: The Life and Work of Dr. Hunter S. Thompson,1,0,1,0,0
12852,13990,The Wackness,1,0,1,0,0
12853,15272,Up the Yangtze,1,0,0,0,1
12854,80659,Get Well Soon,1,0,1,0,0
12855,10842,Strange Circus,0,1,0,1,0
12856,72163,Along Came Jones,1,0,1,0,0
12857,29882,The Black Swan,1,0,1,0,0
12858,40630,Cheyenne Autumn,1,0,1,0,0
12859,31658,Hour of the Gun,1,0,1,0,0
12860,14349,Sleepwalking,1,0,0,0,1
12861,12172,Encounters at the End of the World,1,0,1,0,0
12862,64131,Mauvais Sang,0,1,0,1,0
12863,15125,Dante 01,1,0,0,1,0
12864,8847,Standard Operating Procedure,1,0,1,0,0
12865,43869,Wee Willie Winkie,1,0,1,0,0
12866,94525,A Page of Madness,0,1,0,1,0
12867,125550,Two Women,0,1,0,1,0
12868,13009,Zombie Strippers!,1,0,1,0,0
12869,13675,Frosty the Snowman,1,0,0,0,0
12870,33588,White Light/Black Rain: The Destruction of Hiroshima and Nagasaki,1,0,1,0,0
12871,16800,Roman Polanski: Wanted and Desired,1,0,0,0,1
12872,56224,Z Channel: A Magnificent Obsession,1,0,1,0,0
12873,14111,Battle For Haditha,1,0,0,1,0
12874,17479,Alexandra,0,1,0,0,1
12875,32604,Transylvania,1,0,0,1,0
12876,11631,Mamma Mia!,1,0,0,0,1
12877,20158,Ganes,1,0,0,1,0
12878,8265,Welcome to the Sticks,0,1,0,1,0
12879,42718,The Pornographers,0,1,0,1,0
12880,15654,Kabluey,1,0,1,0,0
12881,14634,The Stone Angel,1,0,0,0,1
12882,14414,Honeydripper,1,0,1,0,0
12883,428,Summer '04,0,1,0,1,0
12884,20548,The Home of Dark Butterflies,1,0,0,1,0
12885,14145,Dark Floors,1,0,0,0,1
12886,9010,Silentium,0,1,0,1,0
12887,13022,Rogue,1,0,0,1,0
12888,68259,The Violin,0,1,0,1,0
12889,9783,Sublime,1,0,1,0,0
12890,10190,Towelhead,1,0,1,0,0
12891,43487,No Regrets for Our Youth,0,1,0,1,0
12892,13353,"It's the Great Pumpkin, Charlie Brown",1,0,1,0,0
12893,16019,Lost Islands,0,1,0,1,0
12894,46531,Borderline,1,0,1,0,0
12895,13614,Katyn,0,1,0,1,0
12896,4966,Pan Tadeusz,0,1,0,0,1
12897,88751,Journey to the Center of the Earth,1,0,1,0,0
12898,11260,Meet Dave,1,0,1,0,0
12899,13964,The Machine Girl,0,1,0,0,1
12900,13692,August,1,0,1,0,0
12901,13910,Death Defying Acts,1,0,0,1,0
12902,10818,Water Lilies,0,1,0,1,0
12903,14456,Shrooms,1,0,0,0,1
12904,15840,Manslaughter,0,1,0,1,0
12905,15830,The Bench,0,1,0,0,1
12906,25647,Breath,0,1,0,1,0
12907,14898,Just Another Love Story,0,1,0,1,0
12908,12416,The Substitute,0,1,0,1,0
12909,572,Next Door,0,1,0,0,1
12910,36226,Chinese Roulette,0,1,0,0,1
12911,60531,Heartbeat Detector,0,1,0,1,0
12912,13021,Flakes,1,0,0,0,0
12913,16007,Death Note,0,1,0,1,0
12914,158800,A Majority of One,1,0,1,0,0
12915,18035,Moving McAllister,1,0,1,0,0
12917,14820,Music Within,1,0,1,0,0
12918,6687,Transsiberian,1,0,0,0,1
12919,11802,Space Chimps,1,0,1,0,0
12920,2002,The Last Mistress,0,1,0,0,1
12921,78527,Jimmy Carter Man from Plains,1,0,0,0,0
12922,12914,Stargate: Continuum,1,0,0,0,1
12923,13183,Watchmen,1,0,1,0,0
12924,116333,Bravo Two Zero,1,0,0,1,0
12925,13255,Conspiracy,1,0,1,0,0
12926,14154,War Games: The Dead Code,1,0,1,0,0
12927,32666,Wild West Comedy Show: 30 Days & 30 Nights - Hollywood to the Heartland,1,0,0,0,0
12928,80523,Steal a Pencil for Me,1,0,0,0,0
12929,12247,Shotgun Stories,1,0,1,0,0
12930,22100,Watching the Detectives,1,0,1,0,0
12931,19244,Mr. Untouchable,1,0,1,0,0
12932,32008,Blast of Silence,1,0,1,0,0
12933,13012,Felon,1,0,1,0,0
12934,12133,Step Brothers,1,0,1,0,0
12935,12568,Brideshead Revisited,1,0,0,0,1
12936,8836,The X Files: I Want to Believe,1,0,0,0,1
12937,13259,American Teen,1,0,1,0,0
12938,14048,Man on Wire,1,0,0,0,1
12939,12270,CSNY/Déjà Vu,1,0,1,0,0
12940,18846,The Little Drummer Boy,1,0,0,0,0
12941,10898,The Little Mermaid II: Return to the Sea,1,0,0,0,1
12942,13541,The Colour of Magic,1,0,0,1,0
12943,11910,Hogfather,1,0,0,1,0
12944,17245,Mulberry Street,1,0,1,0,0
12945,30112,Lost in Beijing,0,1,0,1,0
12946,12192,Pathology,1,0,1,0,0
12947,70846,Love & Pop,0,1,0,1,0
12948,16725,The Tracey Fragments,1,0,0,1,0
12949,117129,The Family Game,0,1,0,1,0
12950,15865,The Zone,0,1,0,1,0
12951,4140,Blindsight,1,0,0,1,0
12952,14061,The Edge of Love,1,0,0,1,0
12953,85685,The Godless Girl,1,0,1,0,0
12954,43680,Heart of a Dog,0,1,0,1,0
12955,16700,Bonneville,1,0,1,0,0
12956,167928,Frozen City,0,1,0,1,0
12957,1735,The Mummy: Tomb of the Dragon Emperor,1,0,0,0,1
12958,10187,Swing Vote,1,0,1,0,0
12959,10185,The Midnight Meat Train,1,0,1,0,0
12960,10183,Frozen River,1,0,1,0,0
12961,31082,Sixty Six,1,0,0,1,0
12962,13996,Bottle Shock,1,0,1,0,0
12963,5038,Vicky Cristina Barcelona,1,0,1,0,1
12964,13851,Batman: Gotham Knight,1,0,1,0,0
12965,19877,Fist of the North Star,0,1,0,1,0
12966,46871,Eve and the Fire Horse,1,0,0,1,0
12967,28273,The End of Summer,0,1,0,1,0
12968,15859,A Moment to Remember,0,1,0,1,0
12969,31922,Year of the Gun,1,0,1,0,0
12970,14654,In Paris,0,1,0,1,0
12971,13251,The Walker,1,0,0,0,1
12972,1661,Gigantics,0,1,0,1,0
12973,41245,Peppermint Candy,0,1,0,1,0
12974,10189,Pineapple Express,1,0,1,0,0
12975,12289,Red Cliff,0,1,0,1,0
12976,45579,The World's Greatest Lover,1,0,1,0,0
12977,15069,WΔZ,1,0,0,1,0
12978,2012,Silent Light,0,1,0,0,1
12979,18056,The Take,1,0,0,0,0
12980,18803,Expired,1,0,1,0,0
12981,10188,The Sisterhood of the Traveling Pants 2,1,0,1,0,0
12982,13300,Hell Ride,1,0,1,0,0
12983,11671,Elegy,1,0,1,0,0
12984,63474,The Good Humor Man,1,0,1,0,0
12985,15570,Bomb It,1,0,1,0,0
12986,155796,Still Life,0,1,1,0,1
12987,15208,Bathory: Countess of Blood,1,0,0,0,1
12988,15662,Quid Pro Quo,1,0,1,0,0
12989,22029,Black Caesar,1,0,1,0,0
12990,13649,High School Musical 2,1,0,1,0,0
12991,7446,Tropic Thunder,1,0,1,0,1
12992,14878,The Objective,1,0,0,0,1
12993,12180,Star Wars: The Clone Wars,1,0,0,0,1
12994,13107,Henry Poole Is Here,1,0,1,0,0
12995,29568,In the City of Sylvia,0,1,0,0,1
12996,13256,Mutant Chronicles,1,0,1,0,1
12997,13436,13 Beloved,0,1,0,1,0
12998,8885,Waltz with Bashir,0,1,0,0,1
12999,13310,Let the Right One In,0,1,0,1,0
13000,12621,Hamlet 2,1,0,1,0,0
13001,10483,Death Race,1,0,0,0,1
13002,12620,The House Bunny,1,0,1,0,0
13003,13579,The Longshots,1,0,1,0,0
13004,10186,The Rocker,1,0,1,0,0
13005,15320,I.O.U.S.A.,1,0,0,0,0
13006,13515,Mirrors,1,0,0,0,1
13007,5592,A Girl Cut in Two,0,1,0,0,1
13008,13956,Fly Me to the Moon,1,0,0,0,1
13009,60230,Trumbo,1,0,0,0,0
13010,43389,Variety Lights,0,1,0,1,0
13011,31018,Path to War,1,0,1,0,0
13012,13637,Sukiyaki Western Django,0,1,0,1,0
13013,18116,American Zombie,1,0,0,0,1
13014,15661,Noise,1,0,1,0,0
13015,13564,Return to House on Haunted Hill,1,0,1,0,0
13016,14566,Feed,1,0,0,1,0
13017,14298,Somers Town,1,0,0,1,0
13018,4944,Burn After Reading,1,0,1,0,1
13019,13805,Disaster Movie,1,0,1,0,0
13020,9381,Babylon A.D.,1,0,0,0,1
13021,13291,Traitor,1,0,1,0,0
13022,13991,College,1,0,1,0,0
13023,22319,Trouble the Water,1,0,0,0,0
13024,13972,The Women,1,0,1,0,0
13025,16182,The Woman in Black,1,0,0,1,0
13026,14771,The Onion Movie,1,0,1,0,0
13027,43040,Sergeant Rutledge,1,0,1,0,0
13028,15206,The Mother of Tears,0,1,0,0,1
13029,8285,The Spirit,1,0,1,0,0
13030,118309,John Adams,1,0,0,0,0
13031,18539,Tobacco Road,1,0,1,0,0
13032,21335,Oh! What a Lovely War,1,0,0,1,0
13033,12165,The Burning Plain,1,0,1,0,0
13034,85574,The Seventh Cross,1,0,1,0,0
13035,13184,Bangkok Dangerous,1,0,1,0,0
13036,12818,Everybody Wants to Be Italian,1,0,1,0,0
13037,27521,The Boys in Company C,1,0,0,0,1
13038,13726,A Secret,0,1,0,1,0
13039,102305,August Evening,1,0,1,0,0
13040,35854,Flash Point,0,1,0,1,0
13041,14075,The Fifth Commandment,1,0,1,0,0
13042,22554,The Subtenant,0,1,0,1,0
13043,18596,The Jammed,1,0,0,1,0
13044,26431,Pu-239,1,0,1,0,0
13045,38019,Sunflower,0,1,0,1,0
13046,43177,Son of Lassie,1,0,1,0,0
13047,39368,Flu Bird Horror,1,0,1,0,0
13048,3865,Dark Blue Almost Black,0,1,0,1,0
13049,13484,The Foot Fist Way,1,0,1,0,0
13050,14458,Altered,1,0,1,0,0
13051,25795,Thieves,1,0,0,1,0
13052,13389,Righteous Kill,1,0,1,0,0
13053,13279,Lakeview Terrace,1,0,1,0,0
13054,38140,To Rob a Thief,1,0,0,0,0
13055,3,Shadows in Paradise,0,1,0,1,0
13056,12797,Ghost Town,1,0,1,0,0
13057,8908,Maradona by Kusturica,1,0,0,0,1
13058,15822,Accused,0,1,0,1,0
13059,4998,Import/Export,0,1,0,0,1
13060,16456,The Crow IV: Wicked Prayer,1,0,1,0,0
13061,3041,In Bed,0,1,0,0,1
13062,71139,Jam,1,0,0,0,0
13063,41264,"Africa, Goodbye",0,1,0,1,0
13064,24777,Private Parts,1,0,1,0,0
13065,20802,Freebie and the Bean,1,0,1,0,0
13066,47721,Sawdust and Tinsel,0,1,0,1,0
13067,14232,Humboldt County,1,0,0,0,0
13068,14098,100 Feet,1,0,1,0,0
13069,14643,Boot Camp,1,0,0,0,1
13070,30944,On the Beach,1,0,0,0,1
13071,50759,An Autumn Afternoon,0,1,0,1,0
13072,38226,Moonbase,1,0,1,0,0
13073,12690,Appaloosa,1,0,1,0,0
13074,12412,Miracle at St. Anna,1,0,0,0,1
13075,37050,So Normal,0,1,0,1,0
13076,38311,The Steamroller and the Violin,0,1,0,1,0
13077,37776,Dead Fury,1,0,0,0,0
13078,54669,Tears of April,0,1,0,0,1
13079,73169,Zuzu Angel,1,0,0,1,0
13080,1984,1984,1,0,0,0,1
13081,38361,"Home Among Strangers, a Stranger Among His Own",0,1,0,1,0
13082,73920,Dead Man's Letters,0,1,0,1,0
13083,13027,Eagle Eye,1,0,1,0,1
13084,13092,How to Lose Friends & Alienate People,1,0,0,1,0
13085,25126,Six Shooter,1,0,0,1,0
13086,14326,Nights in Rodanthe,1,0,0,0,1
13087,50011,Look Back in Anger,1,0,0,1,0
13088,12182,Nick and Norah's Infinite Playlist,1,0,1,0,0
13089,14928,The Secrets,0,1,0,0,1
13090,38616,Marjoe,1,0,1,0,0
13091,9539,Martyrs,0,1,0,0,1
13092,81296,Supermarket Woman,0,1,0,1,0
13093,46492,Sound of the Mountain,0,1,0,1,0
13094,131805,"Sexo, Amor e Traição",1,0,0,0,1
13095,13200,Red,1,0,1,0,0
13096,38601,Part of the Weekend Never Dies,1,0,0,0,0
13097,822,The Music Room,0,1,0,1,0
13098,8882,Gomorrah,0,1,0,1,0
13099,42095,The Funeral,0,1,0,1,0
13100,13401,The Accidental Husband,1,0,0,0,1
13101,20015,KM 31: Kilometer 31,0,1,0,0,1
13102,12783,The Duchess,1,0,0,1,0
13103,12683,Alone in the Dark 2,1,0,1,0,0
13104,3097,"The Tulse Luper Suitcases, Part 1: The Moab Story",1,0,0,0,1
13105,15981,Dead Leaves,0,1,0,1,0
13106,41666,The Wrong Man,1,0,1,0,0
13107,14976,Rachel Getting Married,1,0,1,0,0
13108,12113,Body of Lies,1,0,1,0,1
13109,13600,City of Ember,1,0,1,0,0
13110,10078,Magicians,1,0,0,1,0
13111,30266,"20,000 Leagues Under the Sea",1,0,0,0,1
13112,11874,Ace High,0,1,0,1,0
13113,19566,Autism: The Musical,1,0,0,0,0
13114,13051,Max Payne,1,0,1,0,1
13115,39816,The Pool,1,0,1,0,0
13116,10358,Zack and Miri Make a Porno,1,0,1,0,0
13117,10523,W.,1,0,1,0,0
13118,13596,My Best Friend's Girl,1,0,1,0,0
13119,56942,Family Life,1,0,0,1,0
13120,71206,Adios Sabata,0,1,0,0,1
13121,4960,"Synecdoche, New York",1,0,1,0,0
13122,120481,Come to the Stable,1,0,1,0,0
13123,32620,The Drowning Pool,1,0,1,0,0
13124,12837,The Secret Life of Bees,1,0,1,0,0
13125,14914,Flash of Genius,1,0,1,0,0
13126,13948,An American Carol,1,0,1,0,0
13127,25142,The Banishment,0,1,0,1,0
13128,7735,The Wave,0,1,0,1,0
13129,14791,Two Worlds,1,0,0,1,0
13130,76406,Tokyo-Ga,1,0,1,0,1
13131,101929,Black River,0,1,0,1,0
13132,2397,Fallout,1,0,1,0,0
13133,12689,"Angus, Thongs and Perfect Snogging",1,0,0,1,0
13134,15935,Bad Eggs,1,0,0,1,0
13135,15450,The Family That Preys,1,0,0,0,0
13136,25741,The Flight Before Christmas,1,0,0,0,1
13137,13812,Quarantine,1,0,1,0,0
13138,108634,Typhoon Club,0,1,0,1,0
13139,27361,Black Moon,0,1,0,0,1
13140,225614,My Sons,0,1,0,1,0
13141,13489,Lost Boys: The Tribe,1,0,1,0,0
13142,13150,Pride and Glory,1,0,1,0,1
13143,13414,Fifty Pills,1,0,1,0,0
13144,14325,The Express,1,0,0,0,1
13145,41474,Lone Wolf and Cub: Baby Cart to Hades,0,1,0,1,0
13146,41477,Lone Wolf and Cub: Baby Cart in Peril,0,1,0,1,0
13147,16068,Babylon 5: The Legend of the Rangers - To Live and Die in Starlight,1,0,1,0,0
13148,15289,Babylon 5: The Lost Tales - Voices in the Dark,1,0,1,0,0
13149,56295,The Love of Siam,0,1,0,1,0
13150,13809,RockNRolla,1,0,0,1,0
13151,34100,Zen Noir,1,0,0,0,0
13152,11887,High School Musical 3: Senior Year,1,0,1,0,0
13153,41073,The Wicked Lady,1,0,0,1,0
13154,83683,I Can Get it For You Wholesale,1,0,1,0,0
13155,59403,The Adventures of Huckleberry Finn,1,0,1,0,0
13156,69299,Resistance,1,0,1,0,0
13157,13253,Futurama: Bender's Game,1,0,1,0,0
13158,114796,Tin Man,1,0,0,0,0
13159,17800,Into the West,1,0,0,0,0
13160,30977,The Adventures of Tom Sawyer,1,0,1,0,0
13161,10527,Madagascar: Escape 2 Africa,1,0,1,0,0
13162,13506,Admiral,0,1,0,1,0
13163,53772,The Affairs of Anatol,1,0,0,0,0
13164,8338,Blindness,1,0,0,0,1
13165,3580,Changeling,1,0,1,0,0
13166,36073,Guinea Pig 2: Flower of Flesh and Blood,0,1,0,1,0
13167,20766,The Road,1,0,1,0,0
13168,12405,Slumdog Millionaire,1,0,0,0,1
13169,10764,Quantum of Solace,1,0,0,0,1
13170,18548,Filth and Wisdom,1,0,0,1,0
13171,4701,A Tale of Two Cities,1,0,0,1,0
13172,15373,Role Models,1,0,1,0,0
13173,120828,The Great K&A Train Robbery,1,0,1,0,0
13174,173634,Rockin' In The Rockies,1,0,1,0,0
13175,8938,Tokyo!,0,1,0,0,1
13176,16061,Tokyo Gore Police,0,1,0,0,1
13177,73059,Kozara,0,1,0,1,0
13178,16166,Sauna,0,1,0,0,1
13179,2588,Chaotic Ana,0,1,0,1,0
13180,13672,JCVD,0,1,0,0,1
13181,47184,Repast,0,1,0,1,0
13182,158959,Feiern,0,1,0,0,0
13183,44283,Happily Ever After,1,0,1,0,0
13184,42884,Cinderella,1,0,1,0,0
13185,215471,Gold Raiders,1,0,1,0,0
13186,13516,Slacker Uprising,1,0,1,0,0
13187,14943,Crows Zero,0,1,0,1,0
13188,19147,The Man Who Challenged the Devil,0,1,0,1,0
13189,96395,The Winning of Barbara Worth,1,0,1,0,0
13190,52561,The Whole Town's Talking,1,0,1,0,0
13191,42664,The War Lord,1,0,1,0,0
13192,4627,Krabat and the Legend of the Satanic Mill,0,1,0,1,0
13193,43052,Säg att du älskar mig,1,0,0,1,0
13194,21501,Christmas Story,0,1,0,1,0
13195,16882,The Guard Post,0,1,0,1,0
13196,127257,Every Stewardess Goes to Heaven,0,1,0,0,1
13197,49355,Goyokin,0,1,0,1,0
13198,13655,Camp Rock,1,0,1,0,0
13199,13905,Farscape: The Peacekeeper Wars,1,0,1,0,1
